Player,Sim,1,2,3,4,5
Isaiah Canaan,,1.4,1.4,0.2,,
Richie Regan,85.1,1.6,1.5,0.4,,
Shane Larkin,81.7,1.7,1.4,-0.1,,
Norris Cole,74.8,1.4,1.2,0.6,0.0,-0.1
Sidney Lowe,74.5,1.7,1.5,0.5,0.3,
Fred LaCour,74.3,1.7,1.7,-0.1,,
Steve Bracey,73.5,2.1,1.5,0.3,,
Jimmy O'Brien,73.4,1.4,1.4,1.0,0.2,
Lloyd Daniels,72.6,1.8,1.1,0.2,0.1,0.0
Michael Carter-Williams,71.9,1.3,1.2,0.8,,
Billy Shepherd,71.2,1.7,1.3,-0.3,,
