Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2007-08,22,BOS,NBA,C,69,940,.484,5.0,1.000,.647,.136,.050,.167,.000,.484,.573,.267,.182,.405,,.645,.023,5,,,,0,0
2008-09,23,BOS,NBA,C,76,1637,.442,10.7,.989,.331,.144,.109,.404,.011,.443,.584,.308,.306,.412,.400,.772,.031,14,1.000,.200,1.000,2,0
2009-10,24,BOS,NBA,PF,54,933,.437,6.7,.986,.495,.226,.104,.161,.014,.444,.536,.333,.379,.356,.000,.680,.018,4,,.500,.000,1,0
2010-11,25,BOS,NBA,C,78,2298,.448,11.2,.981,.286,.160,.134,.402,.019,.454,.646,.359,.439,.360,.133,.706,.017,12,.000,.133,.000,2,0
2011-12,26,ORL,NBA,PF,61,1427,.421,9.9,.974,.318,.223,.159,.273,.026,.429,.606,.378,.365,.301,.143,.650,.032,13,1.000,.000,,1,0
2012-13,27,ORL,NBA,PF,34,1064,.448,9.4,.996,.312,.234,.180,.270,.004,.450,.658,.402,.395,.287,.000,.621,.019,9,,.500,.000,0,0
2013-14,28,TOT,NBA,PF,68,1662,.457,11.1,.981,.278,.187,.157,.359,.019,.459,.612,.360,.409,.413,.364,.682,.013,7,.750,.091,1.000,1,0
2013-14,28,ORL,NBA,PF,45,1354,.453,11.3,.980,.262,.195,.154,.369,.020,.454,.597,.370,.367,.434,.400,.671,.014,6,.750,.100,1.000,1,0
2013-14,28,LAC,NBA,PF,23,308,.481,9.7,.988,.383,.136,.173,.296,.012,.488,.677,.273,.643,.250,.000,.744,.012,1,,.000,,0,0
2014-15,29,LAC,NBA,PF,74,904,.459,7.4,.984,.490,.200,.110,.180,.016,.466,.616,.451,.214,.217,.000,.761,.020,5,,.000,,1,0
