Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2007-08,22,BOS,NBA,C,69,940,,,,8%,92%,+8.1,-4.4,7,24,34,70,,22,,66,71,12,35
2008-09,23,BOS,NBA,C,76,1637,,,,35%,65%,+4.4,-6.7,20,13,38,117,,30,,160,89,24,50
2009-10,24,BOS,NBA,PF,54,933,,,,49%,51%,-3.4,-9.8,14,12,27,68,,19,,91,68,27,70
2010-11,25,BOS,NBA,C,78,2298,,,,40%,60%,+3.7,-5.5,20,26,39,116,,25,,214,111,22,70
2011-12,26,ORL,NBA,PF,61,1427,,,,45%,55%,-1.0,-3.5,28,15,32,40,,27,,113,84,22,60
2012-13,27,ORL,NBA,PF,34,1064,,,,34%,66%,-1.8,+8.1,20,16,28,32,,17,2,161,61,15,45
2013-14,28,TOT,NBA,PF,68,1662,,,,17%,83%,-5.5,-7.8,22,21,33,0,0,0,0,173,0,14,56
2013-14,28,ORL,NBA,PF,45,1354,,,,18%,82%,-5.3,+0.8,19,19,21,43,3,16,1,157,55,13,41
2013-14,28,LAC,NBA,PF,23,308,,,,9%,91%,-6.5,-14.7,3,2,12,17,4,12,0,16,12,1,15
2014-15,29,LAC,NBA,PF,74,904,,,,70%,30%,-4.1,-14.7,7,11,21,41,11,18,1,95,41,6,28
