Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2005-06,21,NYK,NBA,PG,72,1544,100%,,,,,-2.5,+7.3,57,24,33,66,,17,,313,78,13,44
2006-07,22,NYK,NBA,PG,64,1356,100%,,,,,-2.4,+1.5,24,17,31,49,,16,,194,58,16,28
2007-08,23,NYK,NBA,PG,72,1883,100%,,,,,-4.8,+4.8,55,27,21,85,,6,,469,79,17,27
2008-09,24,NYK,NBA,PG,74,2209,100%,,,,,-0.2,+5.7,73,33,33,76,,21,,723,119,29,32
2009-10,25,TOT,NBA,PG,56,1115,100%,,,,,-2.9,-3.5,38,18,17,0,,0,,374,0,12,19
2009-10,25,NYK,NBA,PG,30,733,100%,,,,,-0.9,+3.6,29,13,11,27,,3,,261,27,11,12
2009-10,25,BOS,NBA,PG,26,382,100%,,,,,-7.0,-12.3,9,5,6,18,,2,,113,4,1,7
2010-11,26,TOT,NBA,PG,59,1013,100%,,,,,+1.2,-4.5,29,17,22,0,,0,,240,0,3,9
2010-11,26,BOS,NBA,PG,55,983,100%,,,,,+2.4,-4.9,28,17,21,37,,14,,226,17,3,8
2010-11,26,OKC,NBA,PG,4,30,100%,,,,,-35.0,-39.5,1,0,1,3,,1,,14,2,0,1
2011-12,27,GSW,NBA,PG,51,1192,100%,,,,,+0.5,+6.5,40,17,18,42,,6,,539,38,7,21
2012-13,28,CHI,NBA,PG,82,2086,100%,,,,,+0.3,-0.6,76,39,29,77,,11,9,777,53,13,46
2013-14,29,DEN,NBA,PG,44,866,100%,,,,,+5.6,+9.8,35,16,7,27,2,3,4,246,31,4,18
2014-15,30,TOT,NBA,PG,42,591,100%,,,,,-8.7,-5.4,18,4,8,0,0,0,0,225,0,3,7
2014-15,30,DEN,NBA,PG,33,465,100%,,,,,-8.7,-5.4,14,2,6,23,4,4,5,176,11,3,6
2014-15,30,LAC,NBA,PG,9,126,100%,,,,,-12.6,-20.6,4,2,0,4,0,0,0,49,3,0,1
2015-16,31,NOP,NBA,PG,2,23,100%,,,,,-40.0,-36.4,0,0,0,1,0,0,0,9,0,0,0
