Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,28,DAL,NBA,SG,82,2426,33%,66%,1%,,,+3.4,-3.1,68,14,20,80,,7,,652,33,7,24
2001-02,29,NYK,NBA,PG,39,609,99%,1%,,,,-0.0,+5.0,29,15,9,28,,3,,217,8,1,11
2002-03,30,NYK,NBA,PG,82,2243,100%,,,,,-1.9,-0.6,99,32,18,74,,11,,995,27,4,18
2003-04,31,TOT,NBA,PG,67,1457,100%,,,,,-6.5,-4.4,69,17,12,0,,0,,600,0,6,30
2003-04,31,NYK,NBA,PG,33,730,100%,,,,,-7.4,-7.1,31,12,7,32,,6,,337,8,1,16
2003-04,31,PHO,NBA,PG,34,727,100%,,,,,-5.5,-1.7,38,5,5,16,,5,,263,17,5,14
2004-05,32,UTA,NBA,PG,74,1428,93%,7%,,,,-7.8,-4.1,66,24,21,55,,12,,535,18,3,13
2005-06,33,TOT,NBA,PG,32,394,99%,1%,,,,-7.7,-9.2,15,4,2,0,,0,,148,0,0,6
2005-06,33,LAC,NBA,PG,13,112,100%,,,,,-3.2,-5.1,2,1,0,5,,0,,53,0,0,2
2005-06,33,DEN,NBA,PG,19,282,99%,1%,,,,-9.4,-10.4,13,3,2,5,,0,,95,7,0,4
