Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,23,MEM,NBA,SF,71,1,795,4.0,10.1,.396,0.0,0.3,.000,4.0,9.8,.407,1.5,2.4,.623,2.4,4.4,6.8,1.5,1.3,0.4,1.1,4.8,9.5
2010-11,24,TOT,NBA,PF,12,0,50,2.9,8.6,.333,0.0,0.0,,2.9,8.6,.333,1.4,1.4,1.000,1.4,4.3,5.8,2.9,0.7,0.7,0.0,3.6,7.2
2010-11,24,MEM,NBA,PF,7,0,39,3.7,8.3,.444,0.0,0.0,,3.7,8.3,.444,1.8,1.8,1.000,1.8,5.5,7.4,1.8,0.9,0.9,0.0,4.6,9.2
2010-11,24,HOU,NBA,PF,5,0,11,0.0,9.8,.000,0.0,0.0,,0.0,9.8,.000,0.0,0.0,,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0
2011-12,25,TOT,NBA,SF-PF,24,9,348,4.4,10.9,.410,0.7,2.0,.368,3.7,8.9,.419,1.4,1.7,.875,2.9,2.6,5.5,1.9,1.2,0.1,1.1,3.8,11.1
2011-12,25,DEN,NBA,PF,4,0,21,10.3,10.3,1.000,0.0,0.0,,10.3,10.3,1.000,0.0,0.0,,0.0,5.1,5.1,5.1,0.0,0.0,3.4,1.7,20.6
2011-12,25,UTA,NBA,SF,20,9,327,4.1,10.9,.374,0.8,2.1,.368,3.3,8.8,.375,1.5,1.8,.875,3.1,2.4,5.5,1.7,1.3,0.1,1.0,4.0,10.5
2012-13,26,UTA,NBA,SF,66,12,1111,4.8,10.5,.460,0.6,2.3,.286,4.2,8.2,.508,2.4,3.2,.765,2.8,3.3,6.1,2.0,1.9,0.8,1.1,3.9,12.7
2013-14,27,ATL,NBA,SF,73,73,2341,4.6,9.9,.470,1.5,4.1,.362,3.2,5.8,.548,1.7,2.2,.773,1.6,4.6,6.2,2.1,1.7,0.3,1.2,2.9,12.5
2014-15,28,ATL,NBA,SF,70,69,2189,5.2,10.7,.487,2.0,5.0,.395,3.3,5.7,.567,2.1,3.0,.702,1.6,4.5,6.1,1.9,1.5,0.3,1.2,2.5,14.5
2015-16,29,TOR,NBA,SF,26,22,786,4.8,12.4,.389,2.1,5.4,.390,2.7,7.0,.388,1.4,2.3,.600,1.4,4.2,5.6,1.2,2.0,0.3,1.3,2.9,13.1
2016-17,30,TOR,NBA,SF,46,46,1214,4.4,11.1,.398,2.2,6.4,.338,2.3,4.7,.481,1.7,2.2,.787,1.2,3.9,5.1,1.2,1.6,0.5,1.0,2.7,12.8
