Season,Team,Lg,Salary
2009-10,Memphis Grizzlies,NBA,"$1,009,680"
2010-11,Houston Rockets,NBA,"$1,085,400"
2011-12,Utah Jazz,NBA,"$544,331"
2011-12,Denver Nuggets,NBA,"$289,382"
2013-14,Atlanta Hawks,NBA,"$2,557,545"
2014-15,Atlanta Hawks,NBA,"$2,442,455"
2015-16,Toronto Raptors,NBA,"$13,500,000"
