Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,20,LAC,NBA,SG,76,1358,1%,94%,5%,,,-5.3,-3.0,17,26,21,42,,11,,133,72,17,46
2001-02,21,LAC,NBA,SG,81,2152,,69%,31%,,,+1.8,+5.2,39,36,27,63,,13,,280,81,17,67
2002-03,22,LAC,NBA,SG,59,1368,,52%,46%,1%,,-5.9,-2.0,24,26,14,47,,6,,117,54,9,38
2003-04,23,LAC,NBA,SG,65,2338,,86%,13%,1%,,-3.8,+3.3,57,41,43,56,,23,,303,87,21,68
2004-05,24,PHO,NBA,SG,79,2839,2%,96%,1%,,,+8.7,+4.4,45,34,23,104,,10,,368,81,16,52
2005-06,25,NYK,NBA,SF,55,1442,1%,51%,48%,,,-10.4,-5.2,35,10,11,69,,7,,191,44,7,35
2006-07,26,NYK,NBA,SF,49,1621,,13%,81%,6%,,-2.9,+0.9,31,8,31,67,,11,,241,46,9,27
2007-08,27,NYK,NBA,SF,65,1841,,16%,81%,4%,,-9.0,-3.2,37,19,13,94,,6,,264,38,5,30
2008-09,28,NYK,NBA,SG,72,1894,1%,54%,45%,1%,,-3.1,-0.7,39,18,17,75,,2,,265,57,15,44
2009-10,29,MIA,NBA,SF,76,2082,,2%,96%,1%,,+5.4,+5.2,36,13,13,88,,3,,202,30,6,23
2010-11,30,ORL,NBA,SF,57,955,,12%,87%,1%,,+2.6,-4.7,21,8,4,33,,1,,88,17,1,14
2011-12,31,ORL,NBA,SF,48,866,,2%,98%,1%,,-3.6,-6.2,20,5,4,37,,3,,94,13,4,4
2012-13,32,NYK,NBA,SF,1,29,,34%,66%,,,-16.1,-20.7,2,0,0,1,,0,0,2,1,0,0
