Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2001-02,19,SAS,NBA,PG,10,341,100%,,,,,7.8,15.6,11,6,5,11,,3,0,91,14,6,8
2002-03,20,SAS,NBA,PG,24,814,100%,,,,,1.2,-16.9,20,12,15,18,,5,0,189,33,1,26
2003-04,21,SAS,NBA,PG,10,386,100%,,,,,4.8,6.6,15,13,3,0,,2,0,162,12,1,12
2004-05,22,SAS,NBA,PG,23,858,100%,,,,,3.9,-2.7,25,17,29,25,,11,0,243,37,9,28
2005-06,23,SAS,NBA,PG,13,475,97%,3%,,,,2.6,1.9,14,6,20,10,,5,0,116,29,5,15
2006-07,24,SAS,NBA,PG,20,751,99%,1%,,,,4.7,2.3,33,15,18,12,,9,0,283,56,16,28
2007-08,25,SAS,NBA,PG,17,654,100%,,,,,-1.4,-3.7,22,18,10,18,,1,0,239,47,9,26
2008-09,26,SAS,NBA,PG,5,181,100%,,,,,-7.1,1.8,11,6,4,5,,2,0,76,13,1,4
2009-10,27,SAS,NBA,PG,10,335,100%,,,,,0.1,14.5,10,10,2,5,,2,0,132,20,4,8
2010-11,28,SAS,NBA,PG,6,221,100%,,,,,-4.8,-4.8,11,6,3,6,0,1,0,72,14,1,11
2011-12,29,SAS,NBA,PG,14,506,100%,,,,,12.3,20.5,21,16,7,8,0,2,0,227,29,7,24
2012-13,30,SAS,NBA,PG,21,765,100%,,,,,5.4,-7.4,29,15,9,6,0,2,1,341,39,7,26
2013-14,31,SAS,NBA,PG,23,719,93%,7%,,,,8.0,-6.0,31,19,12,16,0,3,4,259,23,5,14
2014-15,32,SAS,NBA,PG,7,210,99%,1%,,,,-1.0,-8.5,7,4,0,3,1,0,2,55,8,1,8
2015-16,33,SAS,NBA,PG,10,264,100%,,,,,5.4,-6.9,3,14,0,5,0,0,1,121,7,4,9
