Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,729,482,19921,2848,6400,.445,613,1578,.388,2235,4822,.464,.493,1551,1977,.785,1373,4335,5708,1088,478,294,886,1890,7860
6 seasons,,GSW,NBA,,359,243,10126,1459,3380,.432,150,428,.350,1309,2952,.443,.454,956,1230,.777,858,2099,2957,454,234,144,474,965,4024
4 seasons,,IND,NBA,,262,234,8117,1248,2674,.467,419,1015,.413,829,1659,.500,.545,559,697,.802,446,1952,2398,553,204,125,359,751,3474
1 season,,LAL,NBA,,59,0,956,77,171,.450,28,67,.418,49,104,.471,.532,6,9,.667,40,151,191,51,15,16,26,98,188
1 season,,NJN,NBA,,18,4,288,26,76,.342,4,23,.174,22,53,.415,.368,9,17,.529,11,64,75,17,7,2,13,28,65
1 season,,BOS,NBA,,17,0,178,16,38,.421,1,10,.100,15,28,.536,.434,11,13,.846,11,27,38,6,8,1,7,19,44
1 season,,DAL,NBA,,14,1,256,22,61,.361,11,35,.314,11,26,.423,.451,10,11,.909,7,42,49,7,10,6,7,29,65
