Season,Team,Lg,Salary
2010-11,Washington Wizards,NBA,"$5,144,280"
2011-12,Washington Wizards,NBA,"$5,530,080"
2012-13,Washington Wizards,NBA,"$5,915,880"
2013-14,Washington Wizards,NBA,"$7,459,925"
2014-15,Washington Wizards,NBA,"$14,746,000"
2015-16,Washington Wizards,NBA,"$15,851,950"
