Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2013-14,23,WAS,NBA,PG,1,0,15:04,5,7,.714,0,1,.000,2,2,1.000,0,5,4,2,0,3,1,12
2014-15,24,WAS,NBA,PG,1,1,29:17,9,16,.563,1,4,.250,0,0,,0,3,7,2,0,4,1,19
2015-16,25,WAS,NBA,PG,1,0,19:29,10,14,.714,2,2,1.000,0,0,,0,3,3,1,0,2,0,22
2016-17,26,WAS,,PG,,0,,,,,,,,,,,,,,,,,,
