Player,Sim,1,2,3,4,5,6
John Wall,,7.9,7.8,5.7,4.5,3.5,2.2
Brian Taylor,94.9,8.3,7.9,5.3,4.8,3.6,1.8
Dick Barnett,92.4,8.0,8.0,6.5,5.8,3.4,2.2
Ben Gordon,92.2,8.6,6.9,5.1,4.4,3.5,2.1
Ronnie Brewer,91.4,7.8,6.8,5.4,3.9,3.7,1.7
Eddie Johnson,91.1,8.2,6.9,6.3,4.8,3.5,3.0
Norm Van Lier,90.4,7.7,7.7,6.0,5.6,5.2,2.1
Steve Jones,90.3,8.2,7.1,5.6,5.4,4.4,2.7
B.J. Armstrong,90.1,8.1,7.5,7.5,4.6,4.1,1.7
Alvin Robertson,89.8,8.6,7.5,5.8,5.3,4.4,3.1
Johnny Moore,89.4,7.2,6.6,5.8,3.8,3.2,2.1
