Assist Pct
2011-12 NBA 36.9 (10th)
2012-13 NBA 43.9 (3rd)
2013-14 NBA 40.5 (3rd)
2014-15 NBA 46.3 (3rd)
2015-16 NBA 46.2 (4th)
2016-17 NBA 46.0 (4th)
Active 42.1 (2nd)
Career NBA 42.1 (3rd)
Career 42.1 (3rd)
