Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1997-98,24,DEN,NBA,PG,68,53,2042,8.1,20.7,.392,0.6,2.1,.259,7.6,18.6,.407,3.9,4.8,.814,2.0,5.9,7.9,8.3,2.8,0.3,4.8,4.2,20.7,,92,111
1998-99,25,MIN,NBA,PG,50,12,941,7.9,19.5,.405,0.6,1.5,.370,7.3,18.0,.408,3.4,4.4,.772,2.4,5.2,7.6,9.4,2.2,0.2,4.2,4.2,19.8,,96,103
1999-00,26,MIN,NBA,PG,73,10,1034,7.1,17.5,.405,0.7,2.3,.283,6.4,15.2,.423,3.8,5.0,.776,2.5,5.2,7.7,8.7,2.4,0.4,2.9,5.8,18.7,,104,104
2000-01,27,SAC,NBA,PG,79,7,1648,7.1,16.2,.439,1.2,3.2,.375,5.9,13.0,.455,2.0,2.7,.739,2.3,5.3,7.6,5.0,2.7,0.2,3.2,4.3,17.5,,99,100
2001-02,28,SAC,NBA,PG,81,3,1750,9.6,21.6,.443,2.3,6.3,.361,7.3,15.4,.477,4.3,5.3,.810,2.4,4.9,7.2,4.7,2.1,0.3,2.7,4.2,25.7,,109,103
2002-03,29,SAC,NBA,PG,59,26,1676,10.2,22.0,.464,2.7,7.1,.379,7.5,14.9,.505,3.8,4.5,.846,1.7,4.9,6.6,5.5,2.1,0.1,3.2,3.8,26.9,,109,101
2003-04,30,SAC,NBA,SG,50,0,1185,11.5,25.8,.444,3.5,9.6,.370,7.9,16.3,.488,3.6,4.8,.752,2.4,5.2,7.6,4.6,2.1,0.3,2.8,4.6,30.1,,107,106
2004-05,31,SAC,NBA,SG,25,0,536,10.5,24.5,.427,3.2,9.2,.344,7.3,15.3,.478,4.8,5.6,.862,2.2,6.0,8.2,5.7,1.3,0.2,2.7,5.6,29.0,,111,110
2005-06,32,MEM,NBA,PG,71,15,1775,9.0,23.4,.382,4.0,10.4,.389,4.9,13.0,.377,3.4,4.6,.733,1.4,5.6,7.0,6.1,1.9,0.0,3.2,4.9,25.3,,102,103
2006-07,33,NOK,NBA,SG,56,2,1330,8.2,20.7,.394,2.2,6.6,.327,6.0,14.1,.425,5.2,6.7,.774,1.7,5.4,7.1,5.6,2.0,0.2,3.1,3.9,23.7,,104,107
2007-08,34,TOT,NBA,SG-PG,72,5,1389,7.8,19.4,.403,3.1,8.7,.358,4.7,10.7,.439,2.5,3.1,.790,1.3,5.7,6.9,5.3,1.7,0.2,2.3,3.7,21.2,,107,106
2007-08,34,NOH,NBA,SG,46,0,891,7.0,17.7,.392,3.2,8.6,.368,3.8,9.1,.414,2.4,2.9,.816,1.4,5.2,6.6,4.6,1.9,0.2,1.9,3.5,19.5,,108,107
2007-08,34,HOU,NBA,PG,26,5,498,9.4,22.4,.419,3.0,8.7,.341,6.4,13.7,.469,2.6,3.4,.750,1.1,6.5,7.6,6.7,1.4,0.2,3.0,3.9,24.3,,105,104
2008-09,35,SAC,NBA,PG,71,10,1484,6.6,16.6,.398,2.1,6.8,.305,4.6,9.9,.462,3.0,3.5,.851,1.4,5.4,6.9,4.9,2.1,0.1,2.3,3.4,18.3,,104,115
