Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1995-96,22,MINNESOTA,25,683,115,283,28,95,74,94,,119,68,34,7,56,63,332,.406,.295,.787,27.3,13.3,4.8,2.7
1996-97,23,MINNESOTA,35,1101,191,433,31,97,121,154,,213,139,74,8,81,106,534,.441,.320,.786,31.5,15.3,6.1,4.0
