Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,21,LAC,NBA,PF,76,2836,,,34%,64%,3%,-2.6,+2.6,140,69,55,118,,35,,859,169,43,54
2001-02,22,LAC,NBA,SF,29,999,,,59%,41%,,-0.2,+0.5,56,14,27,48,,13,,370,44,10,18
2002-03,23,LAC,NBA,SF,49,1679,,,83%,16%,,-6.8,-3.9,67,37,36,85,,16,,382,78,17,33
2003-04,24,MIA,NBA,PF,80,3003,,,6%,71%,22%,+0.8,+0.8,113,60,63,118,,45,,739,193,53,103
2004-05,25,LAL,NBA,PF,64,2320,,,,93%,7%,-2.8,+1.8,67,38,56,101,,31,,558,136,39,65
2005-06,26,LAL,NBA,PF,80,3221,,,12%,78%,10%,+3.4,+4.7,96,45,72,116,,43,,1003,131,42,62
2006-07,27,LAL,NBA,PF,56,2202,,,17%,79%,4%,+1.7,+4.0,60,46,57,81,,32,,622,118,28,42
2007-08,28,LAL,NBA,PF,77,2921,,,5%,94%,1%,+8.3,+2.3,65,35,56,110,,23,,630,152,45,71
2008-09,29,LAL,NBA,PF,78,2316,,,2%,95%,4%,+15.5,+17.6,78,27,33,128,,23,,457,129,47,73
2009-10,30,LAL,NBA,PF,82,2585,,,4%,92%,4%,+6.1,+2.7,84,28,38,122,,17,,594,98,35,63
2010-11,31,LAL,NBA,PF,82,2639,,,,98%,2%,+8.0,+3.4,70,32,37,76,,20,,557,124,46,45
2011-12,32,DAL,NBA,SF,50,1027,,,33%,61%,5%,-4.4,-8.3,32,10,10,48,,7,,194,40,6,28
2012-13,33,LAC,NBA,PF,82,1616,,,,92%,8%,+9.7,+4.6,42,14,30,83,,17,4,327,19,8,25
