Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993-94,22,MIL,NBA,C,82,63,2560,6.1,12.2,.501,0.0,0.1,.200,6.1,12.2,.502,3.3,5.8,.569,3.9,4.8,8.7,2.3,0.8,1.6,2.3,3.2,15.5
1994-95,23,MIL,NBA,PF,82,82,3361,6.4,13.2,.483,0.1,0.3,.292,6.3,12.9,.487,2.7,4.6,.593,3.1,6.0,9.1,3.2,0.9,1.2,2.4,3.0,15.5
1995-96,24,MIL,NBA,PF,82,82,3319,7.6,15.5,.489,0.1,0.5,.208,7.5,15.0,.499,3.5,5.2,.670,2.9,5.9,8.8,2.3,0.7,1.0,2.3,3.0,18.8
1996-97,25,MIL,NBA,PF,78,78,3159,7.2,14.3,.505,0.2,0.6,.278,7.0,13.6,.515,4.1,5.9,.687,3.0,6.1,9.2,2.4,0.9,1.3,2.8,3.1,18.7
1997-98,26,SEA,NBA,C,82,82,2944,7.7,14.2,.542,0.0,0.1,.143,7.7,14.1,.545,3.8,6.4,.591,3.5,4.5,8.0,1.9,1.1,1.1,2.1,3.4,19.2
1998-99,27,SEA,NBA,PF,34,31,1162,6.1,13.5,.453,0.0,0.1,.000,6.1,13.4,.456,2.2,5.0,.450,2.7,3.9,6.5,1.7,1.0,1.1,2.4,3.7,14.5
1999-00,28,SEA,NBA,C,79,75,2849,6.5,14.3,.455,0.0,0.1,.250,6.5,14.2,.457,3.6,5.2,.682,2.9,4.8,7.6,1.9,0.6,0.8,2.7,3.6,16.6
2000-01,29,SEA,NBA,PF,76,27,2129,5.9,13.9,.422,0.0,0.3,.063,5.9,13.6,.429,3.9,5.4,.723,3.0,4.2,7.3,1.5,0.6,1.2,2.7,4.5,15.7
2001-02,30,SEA,NBA,C,55,41,1710,6.6,13.7,.485,0.0,0.2,.125,6.6,13.5,.490,3.0,4.8,.633,3.5,3.8,7.4,1.5,0.5,0.8,2.7,4.1,16.3
2002-03,31,BOS,NBA,C,52,9,942,3.8,7.9,.478,0.0,0.2,.000,3.8,7.8,.488,2.8,4.1,.673,3.4,4.1,7.6,1.1,0.8,1.1,2.3,5.6,10.3
2003-04,32,TOT,NBA,PF,54,33,1313,5.7,11.8,.481,0.0,0.1,.333,5.7,11.8,.483,3.1,4.3,.726,3.1,4.6,7.7,1.8,0.8,0.9,2.1,4.4,14.6
2003-04,32,BOS,NBA,PF,37,33,1000,6.0,12.0,.505,0.0,0.0,.000,6.0,12.0,.506,3.0,4.0,.732,2.7,4.8,7.6,1.9,0.8,0.8,1.9,3.5,15.0
2003-04,32,NYK,NBA,PF,17,0,313,4.6,11.4,.404,0.1,0.2,.500,4.5,11.2,.402,3.7,5.2,.711,4.1,3.9,8.1,1.4,0.8,1.0,2.9,7.1,13.0
2004-05,33,TOT,NBA,PF-C,27,0,204,2.3,7.4,.310,0.0,0.2,.000,2.3,7.2,.317,1.6,3.0,.529,3.0,3.9,6.9,1.8,0.4,0.7,3.0,6.7,6.2
2004-05,33,NYK,NBA,PF,24,0,191,2.5,7.2,.342,0.0,0.2,.000,2.5,7.0,.351,1.3,2.8,.467,3.2,3.8,7.0,1.7,0.4,0.8,2.8,5.8,6.2
2004-05,33,HOU,NBA,C,3,0,13,0.0,11.1,.000,0.0,0.0,,0.0,11.1,.000,5.5,5.5,1.000,0.0,5.5,5.5,2.8,0.0,0.0,5.5,19.4,5.5
2005-06,34,LAC,NBA,C,8,1,85,3.0,6.4,.467,0.0,0.0,,3.0,6.4,.467,5.5,7.6,.722,0.8,7.2,8.0,1.7,1.7,1.7,3.8,5.5,11.4
