Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
1993-94,22,MIL,NBA,C,82,2560,16.1,.526,.006,.473,11.8,16.3,13.9,10.6,1.2,3.0,13.4,20.5,,2.6,1.7,4.4,.082,,-0.3,0.3,0.0,1.3
1994-95,23,MIL,NBA,PF,82,3361,16.6,.511,.020,.352,10.0,20.6,15.1,15.1,1.3,2.6,13.5,21.6,,2.7,3.1,5.8,.083,,-0.1,1.7,1.6,3.1
1995-96,24,MIL,NBA,PF,82,3319,18.4,.527,.034,.335,9.5,20.5,14.9,11.4,1.1,2.1,11.6,25.6,,3.7,2.4,6.2,.089,,0.4,0.1,0.4,2.1
1996-97,25,MIL,NBA,PF,78,3159,20.1,.553,.043,.416,10.4,20.7,15.6,12.1,1.4,2.7,14.2,25.3,,4.9,3.4,8.3,.127,,1.4,1.2,2.6,3.7
1997-98,26,SEA,NBA,C,82,2944,20.4,.564,.006,.452,11.8,14.8,13.3,9.3,1.7,2.2,11.1,24.7,,6.9,3.5,10.4,.169,,1.9,0.2,2.0,3.0
1998-99,27,SEA,NBA,PF,34,1162,12.5,.461,.007,.366,8.4,12.6,10.5,8.7,1.5,2.2,13.0,22.8,,-0.2,0.6,0.4,.016,,-2.6,-0.6,-3.2,-0.3
1999-00,28,SEA,NBA,C,79,2849,14.0,.500,.007,.365,8.6,14.7,11.6,8.6,0.8,1.6,14.0,23.6,,1.2,2.2,3.5,.059,,-2.1,-0.7,-2.8,-0.6
2000-01,29,SEA,NBA,PF,76,2129,13.0,.481,.019,.391,9.7,13.5,11.6,7.0,0.9,2.5,14.1,23.8,,0.6,1.2,1.8,.040,,-2.4,-1.3,-3.7,-0.9
2001-02,30,SEA,NBA,C,55,1710,14.1,.517,.012,.348,11.8,12.3,12.1,7.0,0.7,1.6,14.5,23.8,,1.3,0.9,2.2,.061,,-1.2,-1.7,-2.8,-0.4
2002-03,31,BOS,NBA,C,52,942,10.6,.531,.019,.517,10.5,13.3,11.9,5.3,1.2,2.5,19.4,15.5,,0.5,1.1,1.6,.082,,-4.0,0.5,-3.4,-0.3
2003-04,32,TOT,NBA,PF,54,1313,14.8,.530,.007,.363,10.0,14.4,12.2,9.0,1.1,1.9,13.3,20.1,,1.7,1.1,2.8,.101,,-1.0,-0.4,-1.5,0.2
2003-04,32,BOS,NBA,PF,37,1000,16.1,.547,.003,.336,8.9,15.0,12.0,9.8,1.1,1.8,12.0,19.7,,1.7,0.8,2.5,.119,,-0.5,-0.4,-0.9,0.3
2003-04,32,NYK,NBA,PF,17,313,10.5,.476,.020,.455,13.5,12.4,12.9,6.4,1.2,2.2,17.4,21.3,,0.0,0.3,0.3,.043,,-2.6,-0.6,-3.2,-0.1
2004-05,33,TOT,NBA,PF-C,27,204,1.4,.354,.024,.405,9.7,12.7,11.2,7.2,0.5,1.5,25.6,14.9,,-0.5,0.1,-0.4,-0.091,,-7.2,-0.5,-7.7,-0.3
2004-05,33,NYK,NBA,PF,24,191,2.7,.370,.026,.395,10.4,12.4,11.4,6.9,0.6,1.6,25.2,14.2,,-0.4,0.1,-0.3,-0.074,,-6.4,-0.5,-6.9,-0.2
2004-05,33,HOU,NBA,C,3,13,-18.3,.205,.000,.500,0.0,17.5,9.0,10.7,0.0,0.0,29.1,24.9,,-0.1,0.0,-0.1,-0.344,,-18.3,-1.6,-19.8,-0.1
2005-06,34,LAC,NBA,C,8,85,11.2,.589,.000,1.200,2.9,22.2,13.0,7.0,2.5,3.5,28.2,17.4,,0.0,0.2,0.1,.072,,-5.7,2.8,-2.8,0.0
