Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,26,BOS,NBA,SF,44,377,1%,71%,28%,,,-4.0,-1.7,2,8,8,19,,4,,60,11,1,8
2001-02,27,DAL,NBA,SG,58,1383,,73%,25%,2%,,+6.2,+2.4,18,11,13,49,,3,,249,25,9,27
2002-03,28,DAL,NBA,SG,74,1373,,72%,27%,1%,,+7.9,-0.6,24,10,13,55,,3,,239,14,3,17
2003-04,29,HOU,NBA,SG,19,133,,40%,56%,4%,,-11.1,-13.5,1,2,0,7,,0,,22,1,0,0
2004-05,30,CHI,NBA,SF,69,667,,9%,87%,3%,,+4.3,+3.6,14,8,8,31,,1,,121,16,3,10
2005-06,31,DAL,NBA,SG,52,1245,2%,85%,13%,,,+9.0,+3.5,17,11,11,52,,3,,204,23,5,23
2006-07,32,CHI,NBA,SF,54,585,,20%,78%,1%,,+6.7,+1.5,13,6,19,37,,3,,138,7,1,10
2007-08,33,TOT,NBA,SG-SF,35,307,2%,43%,54%,1%,,+1.7,+8.2,8,7,6,0,,0,,62,0,3,5
2007-08,33,CHI,NBA,SG,22,222,,47%,53%,1%,,+3.4,+6.8,6,7,3,10,,0,,52,4,1,4
2007-08,33,SEA,NBA,SF,13,85,8%,35%,56%,1%,,-2.3,+6.9,2,0,3,2,,1,,10,2,2,1
