Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,341,56,15.5,1.8,4.3,.417,0.2,0.6,.315,1.6,3.7,.433,.439,1.0,1.2,.788,0.2,1.4,1.7,2.3,0.7,0.1,0.8,1.5,4.8
2 seasons,,SAC,NBA,,79,0,11.6,1.3,3.2,.402,0.2,0.5,.324,1.1,2.7,.416,.426,0.6,0.8,.701,0.2,0.9,1.1,1.0,0.4,0.1,0.6,1.4,3.3
1 season,,CHA,NBA,,74,27,25.5,3.5,7.7,.449,0.5,1.3,.368,3.0,6.5,.464,.479,2.1,2.7,.785,0.2,2.5,2.7,5.0,1.3,0.2,1.4,2.3,9.5
2 seasons,,SAS,NBA,,63,5,11.9,1.3,2.8,.455,0.0,0.2,.182,1.3,2.7,.473,.461,0.6,0.8,.796,0.2,1.2,1.5,1.5,0.6,0.1,0.6,1.2,3.2
1 season,,UTA,NBA,,57,0,10.6,1.0,3.2,.322,0.2,0.5,.355,0.8,2.6,.315,.353,0.7,0.8,.844,0.1,0.9,1.0,1.5,0.5,0.1,0.5,1.3,2.9
2 seasons,,LAC,NBA,,51,24,20.7,2.2,5.5,.396,0.1,0.5,.148,2.1,4.9,.422,.403,0.9,1.1,.855,0.5,2.0,2.5,2.7,1.0,0.1,1.0,1.9,5.3
1 season,,DEN,NBA,,11,0,3.3,0.5,0.9,.500,0.0,0.2,.000,0.5,0.7,.625,.500,0.3,0.4,.750,0.1,0.3,0.4,0.5,0.0,0.0,0.3,0.4,1.2
1 season,,NOH,NBA,,4,0,4.3,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,0.5,0.5,1.3,0.3,0.3,0.8,1.0,0.5
1 season,,MIL,NBA,,1,0,10.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0
1 season,,MIN,NBA,,1,0,5.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
