Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,341,5289,.417,15.0,.862,.183,.100,.096,.484,.138,.433,.532,.340,.440,.414,.315,.487,.000,0,.766,.236,.375,5,0
2 seasons,,SAC,NBA,,79,918,.402,15.4,.853,.179,.084,.056,.534,.147,.416,.578,.190,.286,.410,.324,.551,.000,0,.667,.297,.273,0,0
1 season,,CHA,NBA,,74,1887,.449,14.8,.834,.188,.113,.094,.438,.166,.464,.463,.431,.519,.462,.368,.374,.000,0,.771,.200,.368,2,0
2 seasons,,SAS,NBA,,63,752,.455,12.9,.938,.202,.157,.191,.388,.062,.473,.750,.286,.500,.391,.182,.595,.000,0,.000,.273,.000,2,0
1 season,,UTA,NBA,,57,606,.322,16.2,.828,.161,.083,.083,.500,.172,.315,.483,.200,.333,.278,.355,.468,.000,0,.909,.226,.714,1,0
2 seasons,,LAC,NBA,,51,1058,.396,15.4,.903,.173,.061,.083,.586,.097,.422,.500,.353,.304,.423,.148,.594,.000,0,1.000,.296,.375,0,0
1 season,,DEN,NBA,,11,36,.500,14.8,.800,.200,.100,.100,.400,.200,.625,.500,1.000,1.000,.500,.000,.600,.000,0,,.000,,0,0
1 season,,NOH,NBA,,4,17,1.000,19.0,1.000,.000,.000,.000,1.000,.000,1.000,,,,1.000,,1.000,.000,0,,,,0,0
1 season,,MIL,NBA,,1,10,1.000,0.0,1.000,1.000,.000,.000,.000,.000,1.000,1.000,,,,,.000,.000,0,,,,0,0
1 season,,MIN,NBA,,1,5,.000,16.0,1.000,.000,.000,.000,1.000,.000,.000,,,,.000,,,.000,0,,,,0,0
