Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,341,56,5289,614,1473,.417,64,203,.315,550,1270,.433,.439,331,420,.788,76,491,567,774,253,34,275,528,1623
2 seasons,,SAC,NBA,,79,0,918,101,251,.402,12,37,.324,89,214,.416,.426,47,67,.701,14,72,86,80,34,5,47,108,261
1 season,,CHA,NBA,,74,27,1887,257,573,.449,35,95,.368,222,478,.464,.479,157,200,.785,18,185,203,367,99,14,102,167,706
2 seasons,,SAS,NBA,,63,5,752,81,178,.455,2,11,.182,79,167,.473,.461,39,49,.796,14,78,92,93,35,6,37,75,203
1 season,,UTA,NBA,,57,0,606,58,180,.322,11,31,.355,47,149,.315,.353,38,45,.844,5,50,55,86,30,3,28,75,165
2 seasons,,LAC,NBA,,51,24,1058,110,278,.396,4,27,.148,106,251,.422,.403,47,55,.855,24,101,125,136,53,5,53,95,271
1 season,,DEN,NBA,,11,0,36,5,10,.500,0,2,.000,5,8,.625,.500,3,4,.750,1,3,4,5,0,0,3,4,13
1 season,,NOH,NBA,,4,0,17,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,2,2,5,1,1,3,4,2
1 season,,MIL,NBA,,1,0,10,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,1,0,0,2,0,2
1 season,,MIN,NBA,,1,0,5,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,1,1,0,0,0,0
