Player,Sim,1,2,3,4,5,6
Chris Douglas-Roberts,,2.4,1.6,0.7,0.6,0.1,0.0
Travis Diener,91.7,2.5,1.9,0.7,0.6,0.0,
Bo Lamar,87.8,2.5,1.5,1.0,0.5,,
Maurice McHartley,83.2,2.4,1.8,0.8,,,
Marcus Banks,83.1,2.3,1.9,0.8,0.7,0.4,0.0
Jeff Judkins,82.9,3.0,1.8,0.7,0.6,0.2,
Mike Davis,82.8,2.2,1.2,0.9,0.6,,
Tony Snell,82.3,2.4,1.6,0.4,,,
Robert Smith,81.3,2.9,1.4,0.8,0.6,0.0,0.0
Si Green,81.1,2.6,1.6,1.0,0.8,0.4,
Mike Holton,79.2,2.3,1.3,0.8,0.3,0.2,-0.2
