Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2001-02,22,SEA,NBA,PG,64,964,100%,,,,,+3.5,+0.2,34,10,7,35,,3,,272,13,6,20
2002-03,23,MEM,NBA,PG,79,1366,47%,53%,,,,-1.0,+3.7,49,23,16,47,,9,,496,29,8,33
2003-04,24,MEM,NBA,PG,81,1669,99%,1%,,,,+6.7,+6.7,84,35,27,63,,13,,860,48,9,29
2004-05,25,MEM,NBA,PG,80,1808,97%,3%,,,,+5.7,+5.1,86,48,33,58,,21,,793,60,18,44
2005-06,26,TOT,NBA,PG,70,1578,53%,47%,,,,+5.1,+8.3,82,30,24,0,,0,,640,0,14,19
2005-06,26,DEN,NBA,PG,46,975,50%,50%,,,,+4.8,+6.0,47,17,11,37,,8,,350,18,6,10
2005-06,26,SEA,NBA,PG,24,603,58%,42%,,,,+5.6,+10.6,35,13,13,25,,7,,290,18,8,9
2006-07,27,SEA,NBA,PG,77,2152,64%,36%,,,,-3.6,-0.8,98,37,32,62,,15,,990,56,12,41
2007-08,28,SEA,NBA,PG,78,2269,95%,5%,,,,-9.7,-1.6,103,42,30,75,,12,,1120,66,19,38
2008-09,29,OKC,NBA,PG,68,1776,94%,6%,,,,-7.7,-1.7,87,39,30,55,,16,,836,38,11,31
2009-10,30,IND,NBA,PG,79,2322,82%,18%,,,,-2.5,+1.5,103,30,42,82,,11,,949,71,10,31
2010-11,31,UTA,NBA,PG,80,1567,100%,,,,,+0.2,+3.6,73,22,21,63,,14,,607,21,1,22
2011-12,32,UTA,NBA,PG,50,1033,100%,,,,,-0.8,-2.0,69,10,6,45,,3,,455,15,3,6
2012-13,33,UTA,NBA,PG,48,829,100%,,,,,-3.7,-4.4,49,12,8,41,,6,1,401,6,1,5
2013-14,34,POR,NBA,PG,24,161,100%,,,,,+0.1,-4.0,13,1,3,14,1,2,2,62,1,0,1
