Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2006-07,21,POR,NBA,C,63,22,1392,9.4,18.7,.503,0.0,0.1,.000,9.4,18.6,.505,3.2,4.5,.722,5.6,6.6,12.2,0.9,0.9,2.8,1.7,7.3,22.1,,113,109
2007-08,22,POR,NBA,PF,76,76,2649,11.6,23.9,.484,0.0,0.1,.143,11.5,23.8,.486,4.7,6.1,.762,4.5,7.4,11.9,2.5,1.1,1.9,2.6,4.9,27.8,,108,107
2008-09,23,POR,NBA,PF,81,81,3004,11.1,22.9,.484,0.1,0.5,.250,11.0,22.4,.489,4.8,6.2,.781,4.3,6.8,11.2,2.9,1.4,1.4,2.2,3.8,27.1,,115,108
2009-10,24,POR,NBA,PF,78,78,2922,10.8,21.9,.495,0.1,0.3,.313,10.7,21.6,.498,4.3,5.7,.757,3.6,8.1,11.7,3.0,1.3,0.9,1.9,4.3,26.1,,113,107
2010-11,25,POR,NBA,PF,81,81,3211,12.0,24.1,.500,0.1,0.4,.174,12.0,23.7,.505,6.0,7.5,.791,4.7,7.3,12.1,2.9,1.4,1.6,2.6,3.7,30.1,,114,107
2011-12,26,POR,NBA,PF,55,55,1994,12.7,24.9,.512,0.1,0.3,.182,12.7,24.6,.516,5.9,7.2,.814,4.0,7.7,11.7,3.5,1.3,1.2,2.9,4.0,31.4,,113,106
2012-13,27,POR,NBA,PF,74,74,2790,12.0,24.8,.484,0.0,0.3,.143,12.0,24.6,.488,5.3,6.6,.810,3.3,9.3,12.6,3.6,1.2,1.7,2.7,3.5,29.4,,108,107
2013-14,28,POR,NBA,PF,69,69,2498,13.2,28.8,.458,0.1,0.3,.200,13.1,28.5,.461,6.0,7.3,.822,3.4,12.1,15.5,3.6,1.3,1.4,2.5,3.0,32.5,,108,104
2014-15,29,POR,NBA,PF,71,71,2512,13.4,28.7,.466,0.8,2.1,.352,12.6,26.6,.475,6.2,7.3,.845,3.6,11.1,14.7,2.5,1.0,1.4,2.5,2.5,33.7,,108,102
2015-16,30,SAS,NBA,PF,74,74,2261,12.1,23.7,.513,0.0,0.4,.000,12.1,23.3,.521,5.9,6.8,.858,4.0,10.3,14.3,2.5,0.9,1.8,2.2,3.4,30.1,,114,99
2016-17,31,SAS,NBA,PF,44,44,1419,10.9,22.1,.493,0.6,1.2,.457,10.3,20.9,.495,5.4,6.6,.812,3.5,7.8,11.3,3.5,0.9,1.7,2.1,3.6,27.7,,114,105
