Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2006-07,21,POR,NBA,C,63,1392,.503,9.3,.996,.367,.129,.194,.305,.004,.505,.710,.484,.312,.390,.000,.680,.121,52,,.000,,0,0
2007-08,22,POR,NBA,PF,76,2649,.484,10.9,.994,.197,.272,.218,.308,.006,.486,.693,.463,.443,.403,.143,.645,.079,86,1.000,.143,.000,2,0
2008-09,23,POR,NBA,PF,81,3004,.484,11.0,.977,.245,.211,.179,.343,.023,.489,.671,.450,.422,.418,.250,.567,.098,108,1.000,.643,.389,3,0
2009-10,24,POR,NBA,PF,78,2922,.495,10.8,.986,.247,.215,.210,.314,.014,.498,.716,.442,.431,.409,.313,.570,.078,87,1.000,.375,.667,3,0
2010-11,25,POR,NBA,PF,81,3211,.500,9.3,.984,.320,.271,.155,.238,.016,.505,.704,.397,.402,.427,.174,.546,.117,148,.750,.217,.000,4,0
2011-12,26,POR,NBA,PF,55,1994,.512,10.6,.988,.281,.182,.205,.320,.012,.516,.687,.523,.404,.434,.182,.536,.062,54,.500,.364,.000,1,0
2012-13,27,POR,NBA,PF,74,2790,.484,11.7,.989,.215,.192,.197,.385,.011,.488,.694,.447,.438,.418,.143,.542,.047,56,.500,.286,.250,1,0
2013-14,28,POR,NBA,PF,69,2498,.458,12.5,.989,.186,.162,.226,.415,.011,.461,.675,.364,.388,.442,.200,.599,.027,36,.667,.067,.000,1,0
2014-15,29,POR,NBA,PF,71,2512,.466,12.8,.926,.192,.164,.206,.365,.074,.475,.701,.448,.392,.415,.352,.468,.020,27,.919,.295,.355,1,0
2015-16,30,SAS,NBA,PF,74,2261,.513,10.0,.985,.279,.191,.211,.303,.015,.521,.733,.465,.427,.426,.000,.660,.047,47,,.500,.000,0,0
2016-17,31,SAS,NBA,PF,44,1419,.493,11.7,.943,.223,.212,.186,.323,.057,.495,.739,.397,.391,.450,.457,.585,.048,24,1.000,.457,.500,0,0
