2-Pt Field Goal Attempts
2008-09 NBA 1215 (6th)
2010-11 NBA 1392 (2nd)
2011-12 NBA 932 (9th)
2012-13 NBA 1304 (1st)
2013-14 NBA 1408 (1st)
2014-15 NBA 1310 (1st)
