Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2003-04,19,BOS,NBA,C,10,35,,,,11%,89%,+22.9,+24.5,2,2,1,1,,0,,8,4,1,1
2004-05,20,BOS,NBA,C,60,548,,,,23%,77%,-0.0,-1.1,12,14,17,38,,13,,44,24,5,14
2005-06,21,BOS,NBA,C,68,1332,,,,18%,82%,-2.3,-0.9,35,25,47,104,,22,,161,64,18,32
2006-07,22,BOS,NBA,C,72,1576,,,,,100%,-3.5,+0.7,31,27,55,117,,33,,202,51,12,24
2007-08,23,BOS,NBA,C,78,1912,,,,,100%,+14.6,+5.9,36,27,62,120,,33,,186,95,26,61
2008-09,24,BOS,NBA,C,76,2253,,,,,100%,+8.2,-0.5,48,33,84,114,,51,,222,76,24,67
2009-10,25,BOS,NBA,C,78,2154,,,,,100%,+7.0,+6.5,49,33,83,98,,45,,180,121,29,86
2010-11,26,TOT,NBA,C,29,742,,,,,100%,+6.5,+1.5,14,11,31,0,,0,,62,0,11,27
2010-11,26,BOS,NBA,C,12,313,,,,,100%,+7.6,+1.7,7,4,14,16,,10,,26,20,4,13
2010-11,26,OKC,NBA,C,17,429,,,,,100%,+5.7,+1.7,7,7,17,22,,11,,36,15,7,14
2011-12,27,OKC,NBA,C,65,1744,,,,,100%,+3.2,-7.9,41,20,57,90,,32,,170,50,8,47
2012-13,28,OKC,NBA,C,78,1954,,,,,100%,+10.1,+0.8,40,27,42,82,,31,5,246,28,4,41
2013-14,29,OKC,NBA,C,62,1207,,,,,100%,+1.9,-6.9,29,20,42,67,3,26,1,148,27,5,30
2014-15,30,TOT,NBA,C,68,1148,,,,1%,99%,-17.8,-23.4,25,20,50,0,0,0,0,117,0,8,27
2014-15,30,OKC,NBA,C,51,981,,,,,100%,+3.9,+2.5,18,16,40,54,3,23,0,97,35,6,20
2014-15,30,CLE,NBA,C,17,167,,,,9%,91%,-17.8,-23.4,7,4,10,10,1,7,0,20,5,2,7
2015-16,31,NOP,NBA,C,37,542,,,,8%,92%,-6.4,-2.9,5,16,20,26,0,12,3,70,8,1,7
