Player,Sim,1,2,3,4,5,6,7,8,9,10,11,12,13
Kendrick Perkins,,6.2,5.6,5.2,2.5,2.3,2.0,1.4,1.0,0.8,0.7,0.1,0.1,-0.1
Scot Pollard,89.2,6.8,5.4,5.1,2.1,1.9,1.4,1.1,1.0,0.9,0.6,0.2,,
Connie Simmons,87.3,6.1,5.7,5.3,3.3,2.6,2.5,2.4,1.1,0.1,,,,
Andris Biedrins,81.3,8.0,6.7,5.4,2.9,2.6,1.6,1.3,1.2,1.1,0.0,,,
Sam Bowie,79.9,5.7,4.7,4.6,4.3,2.6,2.4,1.1,0.8,0.5,0.1,,,
Jamaal Magloire,79.6,7.6,6.7,5.7,2.6,2.0,1.3,1.1,0.6,0.6,0.3,-0.2,-0.6,
Joel Przybilla,79.3,6.6,4.7,4.3,2.3,1.9,1.4,0.6,0.5,0.3,0.3,0.1,0.1,0.0
Matt Geiger,78.9,5.9,4.7,4.5,4.3,2.7,2.6,1.9,1.2,0.7,-0.1,,,
Chris Kaman,78.6,6.1,3.6,3.3,2.9,2.4,2.1,1.6,0.8,0.7,0.6,0.5,0.1,0.0
Andrew Lang,78.6,5.7,4.9,3.7,3.0,2.9,2.3,1.9,1.7,1.4,0.7,0.4,-0.1,
Mikki Moore,78.2,5.7,4.6,2.8,2.6,2.2,2.1,1.0,0.6,0.6,0.1,0.1,0.1,0.1
