Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995-96,23,ATL,NBA,PF,79,4,1416,4.9,11.0,.442,0.0,0.1,.000,4.9,11.0,.445,3.0,5.1,.595,4.2,4.9,9.1,1.3,1.1,1.1,2.2,5.5,12.8
1996-97,24,ATL,NBA,PF,30,0,501,5.5,11.6,.475,0.0,0.0,,5.5,11.6,.475,3.2,5.4,.600,3.4,5.0,8.3,1.7,1.5,0.4,2.1,5.2,14.3
1997-98,25,ATL,NBA,PF,69,33,2000,6.6,13.6,.485,0.1,0.1,.500,6.5,13.4,.485,4.6,7.0,.652,3.6,4.4,8.0,1.3,0.8,0.6,2.0,3.2,17.7
1998-99,26,ATL,NBA,SF,38,37,1142,5.9,13.3,.442,0.0,0.0,.000,5.9,13.3,.443,3.2,4.7,.671,3.2,4.7,7.9,0.9,1.0,0.6,1.8,3.0,14.9
1999-00,27,ATL,NBA,PF,82,82,2775,5.6,12.1,.461,0.0,0.1,.100,5.6,11.9,.465,2.9,4.3,.671,3.4,4.0,7.4,1.0,1.1,0.7,1.8,3.0,14.0
2000-01,28,ATL,NBA,PF,73,42,1810,5.9,13.3,.444,0.0,0.0,.000,5.9,13.3,.445,3.4,5.4,.638,3.6,4.5,8.1,1.0,1.0,0.6,2.5,3.3,15.3
2001-02,29,ATL,NBA,PF,26,1,422,5.0,9.9,.509,0.1,0.1,1.000,4.9,9.8,.504,2.0,3.8,.533,2.6,5.6,8.3,0.9,0.9,1.3,1.8,3.4,12.2
2002-03,30,ATL,NBA,C,82,3,1494,3.7,7.9,.468,0.0,0.0,.000,3.7,7.8,.471,2.1,3.3,.638,3.8,5.8,9.6,1.0,0.8,0.8,1.5,4.0,9.5
2003-04,31,ATL,NBA,PF,6,0,68,5.3,11.1,.476,0.0,0.0,,5.3,11.1,.476,2.1,3.2,.667,5.8,5.3,11.1,1.1,0.5,1.1,1.6,0.5,12.7
2004-05,32,DAL,NBA,PF,78,10,1203,3.5,6.6,.527,0.0,0.1,.000,3.5,6.5,.532,1.2,2.3,.539,4.9,5.5,10.4,0.6,0.9,1.1,1.5,4.5,8.2
2005-06,33,CLE,NBA,C,51,3,531,3.2,6.2,.516,0.0,0.0,,3.2,6.2,.516,2.2,3.3,.673,4.1,5.2,9.3,0.7,0.6,0.8,1.5,3.9,8.6
2006-07,34,PHI,NBA,PF,38,5,418,3.7,5.8,.642,0.0,0.0,,3.7,5.8,.642,2.8,4.0,.702,4.1,5.1,9.2,0.9,0.8,1.0,1.0,5.3,10.2
