Turnovers
2008-09 NBA 274 (1st)
2009-10 NBA 268 (4th)
2010-11 NBA 316 (1st)
2011-12 NBA 239 (3rd)
2012-13 NBA 273 (5th)
2014-15 NBA 293 (3rd)
2015-16 NBA 342 (2nd)
2016-17 NBA 278 (2nd)
Active 2460 (9th)
Career NBA 2460 (56th)
Career 2460 (62nd)
