2-Pt Field Goal Attempts
2010-11 NBA 1287 (6th)
2011-12 NBA 1070 (1st)
2012-13 NBA 1235 (2nd)
2014-15 NBA 1183 (4th)
2015-16 NBA 1103 (7th)
2016-17 NBA 881 (2nd)
