Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,454,14816,5%,62%,32%,1%,,-4.0,-1.0,501,350,368,398,9,154,17,5523,865,200,536
4 seasons,,SAC,NBA,,257,8962,4%,71%,25%,,,-6.1,-2.3,279,198,222,239,0,94,1,2876,536,118,284
4 seasons,,NOP,NBA,,197,5854,7%,49%,43%,1%,,-0.7,+1.0,222,152,146,159,9,60,16,2647,329,82,252
