Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,454,14816,17.3,.516,.156,.316,3.1,13.8,8.3,26.9,2.1,0.9,14.5,25.3,,14.0,9.9,23.8,.077,,1.1,-0.2,0.9,11.0
4 seasons,,SAC,NBA,,257,8962,16.9,.520,.138,.335,2.9,13.0,7.8,23.3,2.1,0.9,13.9,24.5,,8.7,5.4,14.1,.075,,0.9,-0.3,0.6,5.9
4 seasons,,NOP,NBA,,197,5854,18.0,.510,.183,.289,3.5,15.0,9.2,32.4,2.1,0.9,15.3,26.4,,5.2,4.5,9.7,.080,,1.5,-0.1,1.4,5.1
