Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,11,0,14.1,1.5,3.6,.425,0.0,0.0,,1.5,3.6,.425,.425,0.7,0.8,.889,1.6,1.3,2.9,0.3,0.7,0.5,0.5,2.9,3.8
1 season,,DAL,NBA,,10,0,13.7,1.5,3.7,.405,0.0,0.0,,1.5,3.7,.405,.405,0.8,0.9,.889,1.6,1.2,2.8,0.2,0.7,0.6,0.4,2.9,3.8
1 season,,WAS,NBA,,1,0,18.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,0.0,0.0,,2.0,2.0,4.0,1.0,1.0,0.0,1.0,3.0,4.0
