Player,Sim,1,2,3,4,5,6,7,8,9,10
Calvin Booth,,2.2,2.1,1.0,0.8,0.6,0.5,0.4,0.3,0.1,0.1
John Lambert,75.9,1.8,1.5,1.0,0.9,0.7,0.6,0.4,,,
Greg Kite,72.1,2.0,1.4,0.8,0.7,0.6,0.3,0.1,0.1,0.1,0.0
Eric Leckner,67.7,1.7,1.5,0.9,0.9,0.9,0.2,0.2,-0.1,,
Jeff Wilkins,67.0,2.4,2.3,2.3,1.0,0.5,0.3,,,,
Jake Tsakalidis,66.5,2.8,2.8,1.3,1.2,0.9,0.6,0.3,,,
Bob Christian,65.7,2.4,1.9,0.9,0.5,0.0,,,,,
Predrag Drobnjak,65.6,2.4,1.6,1.0,0.7,,,,,,
Luther Rackley,65.6,1.9,1.8,1.3,0.8,0.1,,,,,
Cole Aldrich,65.1,3.5,2.2,1.2,0.6,0.6,0.2,,,,
Hub Reed,65.0,2.8,2.0,1.7,1.3,1.0,0.6,0.0,,,
