Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,24,TOT,NBA,C,55,933,,,3%,22%,74%,-6.6,-6.0,21,10,22,0,,0,,90,0,7,29
2000-01,24,WAS,NBA,C,40,640,,,,,100%,-11.2,-4.7,9,8,19,45,,11,,48,19,5,16
2000-01,24,DAL,NBA,C,15,293,,,11%,71%,18%,+3.1,-1.6,12,2,3,31,,1,,42,12,2,13
2001-02,25,SEA,NBA,C,15,279,,,,56%,44%,-8.5,-12.8,3,7,6,24,,5,,33,12,2,4
2002-03,26,SEA,NBA,C,47,575,,,,15%,85%,+3.3,+3.7,8,10,4,43,,3,,27,23,1,8
2003-04,27,SEA,NBA,C,71,1206,,,,20%,80%,-2.4,-2.6,9,22,14,79,,8,,69,43,8,29
2004-05,28,TOT,NBA,C,51,451,,,4%,26%,70%,-7.1,-9.1,9,3,4,0,,0,,22,0,0,6
2004-05,28,DAL,NBA,C,34,262,,,7%,45%,49%,-3.9,-10.9,3,2,3,32,,1,,11,6,0,5
2004-05,28,MIL,NBA,C,17,189,,,,,100%,-11.8,-8.9,6,1,1,15,,0,,11,6,0,1
2005-06,29,WAS,NBA,C,33,250,,,,8%,92%,-3.0,-5.3,4,2,2,27,,0,,26,5,1,1
2006-07,30,WAS,NBA,C,44,380,,,,27%,73%,+5.6,+7.1,1,4,4,42,,3,,38,3,0,2
2007-08,31,PHI,NBA,C,31,204,,,,32%,68%,-2.2,-2.5,0,3,1,24,,0,,18,4,0,2
2008-09,32,TOT,NBA,C,8,56,,,,26%,74%,-23.9,-16.4,1,0,0,0,,0,,0,0,0,1
2008-09,32,MIN,NBA,C,1,1,,,,,100%,+100.0,+105.6,0,0,0,0,,0,,0,0,0,0
2008-09,32,SAC,NBA,C,7,55,,,,26%,74%,-25.0,-15.8,1,0,0,6,,0,,0,4,0,1
