Season,Team,Lg,Salary
2010-11,Chicago Bulls,NBA,"$1,721,000"
2011-12,Chicago Bulls,NBA,"$1,857,500"
2012-13,Houston Rockets,NBA,"$8,374,646"
2013-14,Houston Rockets,NBA,"$8,374,646"
2014-15,New Orleans Pelicans,NBA,"$8,374,646"
2015-16,New Orleans Pelicans,NBA,"$11,000,000"
