Player,Sim,1,2,3,4,5,6
Omer Asik,,5.5,5.0,2.7,2.6,2.4,1.7
Olden Polynice,89.3,5.2,4.5,2.6,2.5,1.6,1.5
Connie Simmons,89.0,6.1,5.3,3.3,2.6,2.4,1.1
Felton Spencer,88.3,5.6,4.7,2.4,2.0,2.0,1.1
John Gianelli,87.2,5.5,4.4,3.6,3.2,2.5,1.2
Joe Meriweather,86.1,4.8,3.8,2.6,2.6,2.3,2.2
Benoit Benjamin,86.1,5.4,5.1,4.0,3.0,2.0,1.1
Kevin Kunnert,85.9,5.1,4.8,4.1,2.6,2.3,1.0
Kelvin Cato,85.0,5.3,4.2,3.8,2.7,1.7,1.6
Kent Benson,84.5,6.4,5.2,3.2,3.1,1.7,1.1
Andrew Lang,84.2,5.7,3.7,3.0,2.9,1.7,1.4
