Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2009-10,22,DEN,NBA,PG,65,1318,.515,10.0,.787,.454,.123,.067,.144,.213,.544,.605,.354,.577,.500,.410,.228,.003,1,.971,.193,.500,1,0
2010-11,23,DEN,NBA,PG,80,2103,.503,10.9,.751,.426,.142,.063,.121,.249,.536,.635,.357,.488,.422,.404,.227,.003,1,.942,.251,.558,2,1
2011-12,24,DEN,NBA,PG,61,2124,.488,12.1,.739,.352,.149,.083,.155,.261,.531,.622,.474,.500,.395,.365,.272,.005,4,.767,.135,.333,3,0
2012-13,25,DEN,NBA,PG,73,2513,.461,12.1,.761,.369,.117,.078,.197,.239,.491,.615,.307,.368,.419,.366,.262,.003,3,.694,.155,.250,1,0
2013-14,26,DEN,NBA,PG,62,2222,.431,13.8,.749,.266,.118,.122,.244,.251,.455,.575,.442,.398,.360,.356,.120,.004,2,.611,.104,.429,2,0
2014-15,27,DEN,NBA,PG,75,2665,.436,13.8,.779,.253,.120,.164,.242,.221,.463,.637,.351,.447,.348,.341,.147,.001,0,.614,.093,.421,6,0
2015-16,28,TOT,NBA,PG,66,1411,.393,14.5,.695,.237,.102,.121,.234,.305,.419,.571,.389,.395,.289,.333,.214,.000,0,.806,.194,.381,3,0
2015-16,28,HOU,NBA,PG,53,1176,.387,14.9,.672,.216,.111,.111,.233,.328,.415,.581,.344,.406,.299,.330,.238,.000,0,.839,.191,.389,2,0
2015-16,28,IND,NBA,PG,13,235,.418,12.7,.791,.328,.060,.164,.239,.209,.434,.545,.750,.364,.250,.357,.130,.000,0,.600,.214,.333,1,0
2016-17,29,SAC,NBA,PG,47,1156,.420,13.2,.749,.290,.142,.112,.201,.251,.466,.622,.354,.526,.294,.282,.169,.000,0,.750,.224,.421,3,0
