Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2009-10,22,DEN,NBA,PG,65,1318,100%,,,,,+5.8,+2.4,39,22,21,34,,5,,453,57,15,50
2010-11,23,DEN,NBA,PG,80,2103,100%,,,,,+5.3,+0.4,73,35,29,44,,15,,893,101,27,75
2011-12,24,DEN,NBA,PG,61,2124,100%,,,,,+2.7,-1.9,82,36,31,27,,20,,904,72,21,78
2012-13,25,DEN,NBA,PG,73,2513,100%,,,,,+4.8,-1.0,106,45,31,31,,20,8,1145,103,27,113
2013-14,26,DEN,NBA,PG,62,2222,76%,24%,,,,-1.4,+1.7,140,36,24,42,1,5,10,1256,158,33,58
2014-15,27,DEN,NBA,PG,75,2665,96%,4%,,,,-1.4,+7.8,125,36,24,47,3,12,10,1665,143,22,59
2015-16,28,TOT,NBA,PG,66,1411,100%,,,,,-7.6,-11.0,59,22,14,0,0,0,0,557,0,9,28
2015-16,28,HOU,NBA,PG,53,1176,100%,,,,,-7.6,-11.0,58,13,11,26,1,2,10,425,37,7,22
2015-16,28,IND,NBA,PG,13,235,100%,,,,,+1.6,-0.3,1,9,3,2,0,2,1,132,3,2,6
2016-17,29,SAC,NBA,PG,47,1156,84%,16%,,,,-2.4,+1.7,12,62,9,29,0,5,3,502,46,9,42
