Player,Sim,1,2,3,4,5
Jimmer Fredette,,1.1,0.8,0.3,0.2,0.0
Mike D'Antoni,84.0,1.0,0.8,0.3,0.0,
Ronnie Price,82.8,1.1,0.9,0.4,0.1,0.1
Salim Stoudamire,81.6,1.2,0.8,0.3,,
Anthony Johnson,78.3,1.1,0.7,0.4,0.3,-0.2
Brooks Thompson,77.5,1.1,0.6,0.2,0.1,
Phil Rollins,76.5,1.1,0.7,0.1,,
Keith McLeod,74.6,0.8,0.6,0.3,0.2,
Jordan Hamilton,74.5,1.6,0.8,0.3,0.2,0.1
MarShon Brooks,74.3,1.3,0.8,0.4,,
Mitchell Butler,72.6,1.1,0.6,0.3,0.1,-0.2
