Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003-04,27,DEN,NBA,PG,5,5,34.8,6.8,14.4,.472,0.0,0.4,.000,6.8,14.0,.486,.472,1.8,2.2,.818,3.0,1.6,4.6,3.2,1.6,0.0,2.0,3.2,15.4
2004-05,28,DEN,NBA,PG,5,5,36.8,5.6,13.2,.424,0.4,0.8,.500,5.2,12.4,.419,.439,4.6,6.4,.719,1.8,3.4,5.2,5.2,2.0,0.2,2.4,4.4,16.2
2005-06,29,DEN,NBA,PG,5,5,36.4,6.8,15.4,.442,0.0,0.0,,6.8,15.4,.442,.442,2.8,3.4,.824,1.6,2.8,4.4,7.2,1.0,0.2,3.2,2.4,16.4
2007-08,31,PHI,NBA,PG,6,6,38.2,6.5,14.8,.438,0.0,0.5,.000,6.5,14.3,.453,.438,2.3,3.7,.636,1.2,2.0,3.2,3.3,0.8,0.0,2.3,2.0,15.3
2008-09,32,PHI,NBA,PG,6,6,43.0,8.0,16.8,.475,0.5,1.7,.300,7.5,15.2,.495,.490,4.7,5.7,.824,1.5,4.8,6.3,5.3,1.2,0.2,3.2,2.8,21.2
2009-10,33,POR,NBA,PG,6,6,35.0,5.0,12.3,.405,0.5,1.2,.429,4.5,11.2,.403,.426,5.2,6.7,.775,0.8,2.3,3.2,6.0,1.2,0.2,3.2,2.0,15.7
2010-11,34,POR,NBA,PG,6,6,32.3,5.5,11.2,.493,0.7,1.7,.400,4.8,9.5,.509,.522,3.2,4.0,.792,0.8,2.3,3.2,5.5,0.3,0.0,2.2,2.8,14.8
2011-12,35,DEN,NBA,SG,7,0,28.6,4.4,10.4,.425,0.6,1.0,.571,3.9,9.4,.409,.452,1.9,2.1,.867,2.0,3.6,5.6,6.0,1.3,0.1,2.4,2.7,11.3
2012-13,36,DEN,NBA,PG,6,0,25.7,4.8,11.5,.420,0.8,1.8,.455,4.0,9.7,.414,.457,3.5,4.5,.778,1.8,1.5,3.3,3.8,0.3,0.0,2.7,1.3,14.0
2013-14,37,WAS,NBA,SG,11,0,9.8,1.7,3.7,.463,0.1,0.3,.333,1.6,3.5,.474,.476,0.5,0.8,.556,0.2,0.8,1.0,0.8,0.3,0.0,0.7,1.1,4.0
2015-16,39,SAS,NBA,PG,5,0,7.0,0.6,1.4,.429,0.2,0.6,.333,0.4,0.8,.500,.500,0.4,0.4,1.000,0.4,0.6,1.0,1.4,0.0,0.0,0.0,0.8,1.8
