Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,68,1928,16.0,.512,.082,.317,5.0,9.7,7.3,26.7,1.6,0.2,14.7,23.6,,1.8,0.9,2.7,.067,,0.2,0.8,1.0,1.5
5 seasons,,DEN,NBA,,28,894,17.0,.501,.067,.286,6.7,9.6,8.1,28.6,2.0,0.3,15.0,23.4,,0.9,0.6,1.5,.081,,1.2,1.3,2.4,1.0
2 seasons,,PHI,NBA,,12,487,14.9,.510,.068,.295,4.1,10.6,7.3,21.2,1.4,0.2,13.3,24.3,,0.3,0.3,0.5,.054,,-0.5,1.5,1.1,0.4
2 seasons,,POR,NBA,,12,404,16.9,.541,.121,.454,3.0,8.6,5.8,32.0,1.2,0.2,15.9,24.6,,0.6,-0.1,0.4,.052,,-0.6,-0.2,-0.9,0.1
1 season,,WAS,NBA,,11,108,9.5,.489,.073,.220,2.1,9.7,5.9,15.6,1.5,0.0,15.1,23.2,,-0.1,0.2,0.1,.025,,-3.0,-1.4,-4.4,-0.1
1 season,,SAS,NBA,,5,35,15.8,.571,.429,.286,7.0,9.3,8.3,27.8,0.0,0.0,0.0,10.5,,0.1,0.0,0.2,.231,,5.0,-2.2,2.8,0.0
