Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,1222,38175,.461,10.1,.932,.338,.167,.224,.203,.068,.479,.607,.405,.416,.397,.218,.303,.002,16,.727,.128,.234,122,3
7 seasons,,DEN,NBA,,447,13979,.464,9.6,.927,.380,.165,.195,.187,.073,.483,.612,.398,.386,.396,.228,.333,.002,8,.761,.176,.200,47,2
3 seasons,,PHI,NBA,,221,8136,.479,9.9,.963,.351,.121,.259,.232,.037,.490,.599,.436,.437,.413,.179,.302,.000,1,.632,.104,.273,23,0
2 seasons,,CLE,NBA,,163,5871,.453,11.1,.926,.256,.202,.272,.197,.074,.469,.602,.379,.459,.400,.258,.248,.002,3,.641,.073,.273,23,1
2 seasons,,POR,NBA,,163,5150,.452,10.5,.933,.331,.163,.188,.251,.067,.472,.628,.425,.394,.357,.171,.316,.001,2,.800,.120,.214,13,0
1 season,,LAC,NBA,,80,2913,.406,11.2,.884,.260,.208,.250,.166,.116,.432,.556,.378,.379,.383,.213,.268,.003,2,.739,.083,.333,10,0
2 seasons,,WAS,NBA,,79,1043,.511,7.0,.952,.472,.266,.122,.092,.048,.523,.620,.377,.464,.524,.273,.246,.000,0,1.000,.091,1.000,2,0
1 season,,SAC,NBA,,30,622,.459,11.3,.824,.250,.284,.182,.108,.176,.508,.622,.476,.333,.625,.231,.306,.000,0,.667,.192,.200,1,0
1 season,,MIN,NBA,,26,280,.621,8.5,.931,.534,.138,.190,.069,.069,.648,.677,.625,.545,.750,.250,.371,.000,0,1.000,.000,,3,0
1 season,,SAS,NBA,,13,181,.479,8.4,.917,.375,.229,.229,.083,.083,.500,.500,.545,.455,.500,.250,.273,.000,0,1.000,.250,.000,0,0
