Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,1304,939,30.9,4.6,10.0,.461,0.1,0.7,.217,4.5,9.4,.478,.468,3.1,3.8,.807,1.1,2.6,3.7,6.5,1.2,0.2,2.4,2.2,12.5
7 seasons,,DEN,NBA,,447,289,31.3,4.4,9.6,.464,0.2,0.7,.228,4.3,8.9,.483,.473,2.9,3.7,.800,1.1,2.7,3.8,6.7,1.2,0.2,2.6,2.2,12.0
3 seasons,,CLE,NBA,,245,199,32.5,5.2,11.4,.452,0.2,0.8,.245,5.0,10.6,.468,.461,3.9,4.9,.812,1.2,3.0,4.2,8.2,1.3,0.3,2.8,2.7,14.5
3 seasons,,PHI,NBA,,221,220,36.8,6.2,12.9,.479,0.1,0.5,.179,6.1,12.5,.490,.482,3.4,4.3,.803,1.3,2.9,4.3,6.9,1.3,0.1,2.5,2.3,15.9
2 seasons,,POR,NBA,,163,147,31.6,4.9,10.7,.452,0.1,0.7,.171,4.7,10.0,.472,.458,3.5,4.2,.835,1.1,2.4,3.5,6.2,1.3,0.1,2.3,2.1,13.3
1 season,,LAC,NBA,,80,80,36.4,4.7,11.6,.406,0.3,1.4,.213,4.4,10.3,.432,.419,3.9,4.9,.795,1.1,2.9,4.0,6.7,1.2,0.1,2.6,2.5,13.6
2 seasons,,WAS,NBA,,79,0,13.2,1.5,2.9,.511,0.0,0.1,.273,1.4,2.8,.523,.517,0.7,0.9,.768,0.4,1.3,1.7,3.0,0.4,0.1,0.9,1.3,3.7
1 season,,SAC,NBA,,30,0,20.7,2.3,4.9,.459,0.2,0.9,.231,2.1,4.1,.508,.480,1.0,1.3,.789,0.5,2.0,2.5,4.7,0.6,0.1,1.9,1.6,5.7
1 season,,MIN,NBA,,26,0,10.8,1.4,2.2,.621,0.0,0.2,.250,1.3,2.1,.648,.629,0.6,0.7,.789,0.2,0.7,0.9,2.2,0.3,0.0,1.0,1.2,3.4
1 season,,SAS,NBA,,13,4,13.9,1.8,3.7,.479,0.1,0.3,.250,1.7,3.4,.500,.490,0.7,1.0,.692,0.5,1.6,2.1,2.2,0.5,0.0,0.9,1.1,4.3
