Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2005-06,18,LAL,NBA,C,46,338,,,,,100%,-4.6,-7.8,3,4,10,34,,3,,21,16,5,16
2006-07,19,LAL,NBA,C,82,1793,,,,,100%,-3.1,-5.3,27,24,64,177,,22,,210,99,28,43
2007-08,20,LAL,NBA,C,35,1008,,,,,100%,+10.9,+4.4,10,15,27,60,,10,,134,64,22,29
2008-09,21,LAL,NBA,C,50,1446,,,,,100%,+8.3,+0.1,17,24,44,92,,18,,160,119,44,50
2009-10,22,LAL,NBA,C,65,1977,,,,,100%,+6.9,+3.5,21,28,66,109,,23,,157,130,43,67
2010-11,23,LAL,NBA,C,54,1500,,,,,100%,+7.2,+0.5,18,15,41,80,,16,,170,90,21,37
2011-12,24,LAL,NBA,C,60,2112,,,,,100%,+1.8,+0.7,42,45,65,62,,11,,187,164,47,84
2013-14,26,TOT,NBA,C,26,516,,,,,100%,-13.3,-14.9,10,4,20,0,0,0,0,64,0,7,12
2013-14,26,CLE,NBA,C,24,480,,,,,100%,-13.4,-11.3,9,3,18,17,0,7,0,60,23,6,11
2013-14,26,IND,NBA,C,2,36,,,,,100%,-12.7,-17.6,1,1,2,1,0,1,0,4,4,1,1
