Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999-00,24,DEN,NBA,SF,52,0,589,2.8,7.2,.393,0.1,0.6,.111,2.8,6.6,.417,2.3,3.2,.717,4.6,2.4,7.0,1.2,2.4,0.8,0.9,5.8,8.0
2000-01,25,DEN,NBA,SF,57,0,696,4.1,7.4,.556,0.2,0.6,.364,3.9,6.9,.571,1.4,2.3,.614,3.2,2.6,5.8,1.6,1.9,0.6,1.2,4.9,9.9
2001-02,26,DEN,NBA,SF,75,21,1686,3.1,6.6,.479,0.0,0.3,.083,3.1,6.3,.495,1.5,2.0,.750,2.9,3.5,6.4,1.1,1.6,0.9,0.9,3.7,7.8
2002-03,27,DEN,NBA,SG,62,31,996,3.5,7.1,.492,0.1,0.3,.286,3.4,6.9,.500,1.0,1.5,.659,2.8,2.9,5.7,2.0,2.3,1.0,1.6,3.0,8.1
2003-04,28,DEN,NBA,PF,52,1,392,1.7,4.9,.340,0.0,0.0,,1.7,4.9,.340,0.9,1.1,.833,3.6,4.4,8.0,1.7,1.7,1.5,0.6,4.3,4.2
2004-05,29,HOU,NBA,SF,66,6,604,2.8,6.6,.423,0.2,0.4,.500,2.6,6.3,.419,0.8,1.3,.667,1.3,3.3,4.5,1.1,1.4,0.3,0.4,3.6,6.6
2005-06,30,HOU,NBA,SF,68,19,652,2.0,6.8,.298,0.2,1.2,.136,1.9,5.6,.333,0.6,0.8,.786,1.7,3.1,4.9,1.3,1.2,0.3,0.7,4.7,4.9
2007-08,32,NOH,NBA,SF,53,4,660,2.7,5.5,.490,0.0,0.1,.000,2.7,5.4,.495,0.9,1.6,.552,3.0,2.5,5.5,1.4,1.7,0.6,0.8,4.2,6.2
2008-09,33,NOH,NBA,SF,21,3,219,3.6,6.2,.579,0.0,0.0,,3.6,6.2,.579,0.5,0.8,.600,1.6,2.3,3.9,1.5,2.3,0.8,0.8,6.1,7.7
2009-10,34,OKC,NBA,SF,1,0,8,4.5,4.5,1.000,0.0,0.0,,4.5,4.5,1.000,9.0,9.0,1.000,4.5,4.5,9.0,0.0,4.5,0.0,0.0,9.0,18.0
