Season,Team,Lg,Salary
2012-13,Oklahoma City Thunder,NBA,"$2,020,200"
2013-14,Oklahoma City Thunder,NBA,"$2,111,160"
2014-15,Oklahoma City Thunder,NBA,"$2,202,000"
2015-16,Charlotte Hornets,NBA,"$3,034,356"
