Player,Sim,1,2,3,4,5,6
Jeremy Lamb,,3.3,2.7,1.6,0.2,,
Mike Butler,91.6,3.1,2.3,1.6,0.1,,
Terry Furlow,90.2,3.3,2.8,1.1,0.0,,
Mervin Jackson,85.2,3.1,3.1,1.8,-0.2,-0.2,
Quincy Pondexter,85.1,3.2,2.9,1.7,0.9,0.4,
Roger Phegley,84.4,3.7,2.6,1.6,0.8,0.0,-0.1
Dick Farley,83.5,3.0,2.8,2.5,,,
Ron Sobie,82.9,3.6,2.6,0.9,0.1,,
Dennis Hopson,80.8,3.1,2.1,1.7,0.5,-0.3,
Louie Nelson,80.2,2.9,2.3,1.1,0.0,0.0,
Ken Charles,79.6,3.3,3.0,2.3,0.6,0.6,
