Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2004-05,23,PHI,NBA,SF,5,147,.286,24.4,.143,.000,.000,.000,.143,.857,.250,,,,.250,.292,1.000,.000,0,.857,.250,.000,0,0
2007-08,26,UTA,NBA,SG,12,259,.411,18.8,.479,.110,.041,.068,.260,.521,.543,.875,.333,.400,.474,.289,.737,.014,1,.909,.368,.357,0,0
2008-09,27,UTA,NBA,SF,5,136,.391,20.3,.435,.065,.000,.065,.304,.565,.300,1.000,,.667,.071,.462,.833,.022,1,1.000,.423,.545,0,0
2009-10,28,UTA,NBA,SG,10,210,.525,19.1,.623,.098,.016,.033,.475,.377,.553,.667,1.000,.500,.517,.478,.762,.000,0,.909,.391,.333,0,0
2010-11,29,CHI,NBA,SG,16,276,.388,20.7,.469,.041,.041,.031,.357,.531,.348,.500,.000,.333,.371,.423,.813,.010,1,.955,.231,.333,0,0
2011-12,30,CHI,NBA,SG,6,94,.409,23.0,.409,.000,.000,.000,.409,.591,.556,,,,.556,.308,1.000,.000,0,1.000,.154,.000,0,0
2012-13,31,ATL,NBA,SF,6,177,.388,22.8,.306,.020,.000,.061,.224,.694,.467,1.000,,.667,.364,.353,.714,.000,0,1.000,.176,.500,0,0
2013-14,32,ATL,NBA,SG,7,250,.455,23.6,.182,.030,.000,.030,.121,.818,.583,1.000,,.500,.500,.426,.857,.000,0,.957,.259,.429,0,0
2014-15,33,ATL,NBA,SG,14,526,.391,23.4,.173,.030,.008,.030,.105,.827,.565,.500,1.000,.000,.714,.355,.846,.000,0,.949,.191,.286,0,0
2015-16,34,ATL,NBA,SG,10,316,.467,21.2,.280,.107,.027,.027,.120,.720,.524,.750,.500,.500,.333,.444,.909,.000,0,1.000,.222,.500,0,0
