Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2003-04,22,PHI,NBA,SF,74,882,.352,21.2,.367,.061,.009,.098,.199,.633,.283,.400,.333,.250,.262,.391,.853,.000,0,1.000,.362,.413,1,0
2004-05,23,PHI,NBA,SF,82,2667,.418,21.7,.265,.063,.026,.055,.120,.735,.453,.563,.400,.524,.374,.405,.582,.001,1,.965,.256,.476,0,0
2005-06,24,PHI,NBA,SF,82,2563,.430,20.4,.424,.071,.042,.079,.233,.576,.443,.519,.313,.450,.441,.420,.769,.004,3,.962,.212,.527,0,0
2006-07,25,PHI,NBA,SF,74,2288,.440,18.3,.637,.099,.032,.150,.355,.363,.446,.643,.370,.354,.437,.430,.788,.004,3,.932,.195,.450,1,0
2007-08,26,TOT,NBA,SG-PF,75,1732,.443,19.4,.485,.090,.019,.104,.271,.515,.516,.673,.727,.467,.468,.375,.868,.002,1,.955,.324,.448,0,0
2007-08,26,PHI,NBA,PF,25,657,.396,19.1,.524,.115,.009,.115,.286,.476,.437,.577,.000,.385,.415,.352,.808,.000,0,.921,.194,.524,0,0
2007-08,26,UTA,NBA,SG,50,1075,.474,19.6,.460,.075,.026,.098,.261,.540,.575,.769,.889,.529,.505,.388,.902,.003,1,.973,.399,.427,0,0
2008-09,27,UTA,NBA,SF,78,1874,.438,18.9,.523,.093,.020,.082,.329,.477,.485,.538,.182,.457,.495,.386,.866,.007,4,1.000,.494,.394,0,0
2009-10,28,UTA,NBA,SG,52,952,.493,19.1,.607,.075,.014,.079,.439,.393,.465,.619,.000,.455,.455,.536,.924,.004,1,.932,.545,.550,0,0
2010-11,29,CHI,NBA,SG,82,1649,.434,21.1,.481,.031,.018,.061,.372,.519,.455,.706,.200,.324,.469,.415,.869,.002,1,.950,.253,.438,0,0
2011-12,30,CHI,NBA,SG,65,1469,.432,21.7,.342,.036,.005,.073,.228,.658,.426,.600,.500,.400,.404,.435,.933,.000,0,.932,.310,.405,0,0
2012-13,31,ATL,NBA,SF,74,2259,.461,22.0,.311,.035,.015,.045,.216,.689,.471,.571,.333,.370,.485,.457,.920,.002,1,.984,.326,.481,0,0
2013-14,32,ATL,NBA,SG,71,2408,.475,21.5,.356,.026,.026,.074,.230,.644,.479,.625,.500,.489,.457,.472,.913,.000,0,.962,.327,.516,0,0
2014-15,33,ATL,NBA,SG,75,2418,.487,22.2,.252,.047,.022,.035,.148,.748,.470,.679,.231,.429,.449,.492,.915,.005,3,.964,.247,.541,0,0
2015-16,34,ATL,NBA,SG,80,2401,.435,20.7,.356,.058,.021,.054,.222,.644,.502,.639,.308,.576,.467,.398,.864,.002,1,.975,.224,.449,0,0
2016-17,35,TOT,NBA,SG,44,1185,.443,21.7,.337,.045,.018,.051,.226,.663,.500,.600,.333,.353,.520,.414,.911,.000,0,.989,.209,.543,0,0
2016-17,35,ATL,NBA,SG,32,894,.441,21.4,.351,.057,.024,.033,.241,.649,.500,.643,.333,.375,.492,.409,.884,.000,0,.985,.170,.519,0,0
2016-17,35,CLE,NBA,SG,12,291,.448,22.6,.299,.011,.000,.103,.184,.701,.500,.000,,.333,.625,.426,1.000,.000,0,1.000,.311,.579,0,0
