Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2003-04,22,PHI,NBA,SF,74,882,,3%,72%,25%,,-1.5,+1.4,25,11,5,54,,3,,84,6,1,16
2004-05,23,PHI,NBA,SF,82,2667,,1%,98%,1%,,+0.5,+4.1,69,23,14,152,,5,,387,14,2,15
2005-06,24,PHI,NBA,SF,82,2563,,5%,75%,19%,,-2.3,-1.0,47,29,22,130,,11,,350,19,4,20
2006-07,25,PHI,NBA,SF,74,2288,,1%,58%,41%,,-4.7,-3.5,44,36,37,92,,23,,223,53,9,31
2007-08,26,TOT,NBA,SG-PF,75,1732,,57%,25%,18%,,+7.1,+4.1,37,19,19,0,,0,,219,0,7,14
2007-08,26,PHI,NBA,PF,25,657,,6%,45%,48%,,-0.3,-0.6,12,9,7,32,,3,,72,8,3,11
2007-08,26,UTA,NBA,SG,50,1075,,88%,12%,,,+11.6,+5.6,25,10,12,71,,7,,147,14,4,3
2008-09,27,UTA,NBA,SF,78,1874,,61%,35%,5%,,+4.2,+2.6,45,27,18,95,,10,,282,15,3,17
2009-10,28,UTA,NBA,SG,52,952,,64%,33%,3%,,+11.0,+7.2,27,5,10,44,,4,,189,12,4,5
2010-11,29,CHI,NBA,SG,82,1649,,92%,8%,,,+8.1,-0.2,40,9,11,96,,4,,265,8,1,11
2011-12,30,CHI,NBA,SG,65,1469,,90%,10%,,,+10.2,+1.1,29,17,7,60,,3,,239,7,2,8
2012-13,31,ATL,NBA,SF,74,2259,,22%,78%,,,+3.9,+8.0,48,14,8,99,,6,6,325,10,3,15
2013-14,32,ATL,NBA,SG,71,2408,,68%,31%,,,+3.0,+8.5,59,26,17,87,0,9,5,467,21,11,14
2014-15,33,ATL,NBA,SG,75,2418,,75%,25%,,,+11.0,+13.5,75,16,15,79,7,6,2,428,26,7,12
2015-16,34,ATL,NBA,SG,80,2401,,84%,16%,,,+5.6,+4.9,50,22,26,100,5,10,6,373,11,5,12
2016-17,35,TOT,NBA,SG,44,1185,1%,71%,26%,2%,,-7.5,-10.7,8,36,4,0,0,0,0,188,0,3,5
2016-17,35,ATL,NBA,SG,32,894,1%,75%,24%,,,-7.5,-10.7,7,29,4,23,3,2,0,165,7,3,3
2016-17,35,CLE,NBA,SG,12,291,,62%,32%,6%,,-7.6,-14.6,1,7,0,7,2,0,0,23,1,0,2
