Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2004-05,23,PHI,NBA,SF,5,147,,2%,98%,,,-9.1,-1.8,5,0,3,7,,1,0,18,0,0,0
2007-08,26,UTA,NBA,SG,12,259,,100%,,,,1.1,2.2,1,5,2,12,,2,0,16,3,0,1
2008-09,27,UTA,NBA,SF,5,136,,70%,25%,5%,,-6.1,8.4,2,0,0,4,,0,0,28,1,0,1
2009-10,28,UTA,NBA,SG,10,210,,44%,54%,2%,,1.0,4.7,5,0,2,8,,2,0,28,1,1,0
2010-11,29,CHI,NBA,SG,16,276,,97%,3%,,,2.1,-3.8,8,5,3,20,0,1,0,39,1,0,1
2011-12,30,CHI,NBA,SG,6,94,,74%,26%,,,2.8,7.5,4,1,0,7,0,0,0,20,1,0,1
2012-13,31,ATL,NBA,SF,6,177,,43%,57%,,,-2.9,7.8,5,1,0,7,0,0,1,9,1,0,3
2013-14,32,ATL,NBA,SG,7,250,,69%,31%,,,-0.1,9.2,8,2,1,10,1,1,0,11,4,2,1
2014-15,33,ATL,NBA,SG,14,526,,68%,32%,,,4.8,7.3,12,7,2,13,0,1,1,71,6,2,2
2015-16,34,ATL,NBA,SG,10,316,1%,94%,5%,,,3.1,2.4,3,4,0,12,1,0,0,25,3,2,2
