Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004-05,23,PHI,NBA,SF,5,5,29.4,1.6,5.6,.286,1.4,4.8,.292,0.2,0.8,.250,.411,0.4,0.4,1.000,0.6,2.0,2.6,1.6,0.8,0.2,1.6,3.6,5.0
2007-08,26,UTA,NBA,SG,12,0,21.6,2.5,6.1,.411,0.9,3.2,.289,1.6,2.9,.543,.486,1.9,2.1,.920,0.4,1.8,2.2,0.6,0.3,0.7,0.7,2.3,7.8
2008-09,27,UTA,NBA,SF,5,2,27.2,3.6,9.2,.391,2.4,5.2,.462,1.2,4.0,.300,.522,1.0,1.4,.714,0.4,1.8,2.2,2.6,0.6,0.2,0.4,1.8,10.6
2009-10,28,UTA,NBA,SG,10,0,21.0,3.2,6.1,.525,1.1,2.3,.478,2.1,3.8,.553,.615,0.8,0.9,.889,0.0,1.1,1.1,1.3,0.5,0.0,0.7,2.2,8.3
2010-11,29,CHI,NBA,SG,16,0,17.3,2.4,6.1,.388,1.4,3.3,.423,1.0,2.9,.348,.500,0.4,0.4,1.000,0.1,1.1,1.2,1.1,0.5,0.2,1.0,2.2,6.6
2011-12,30,CHI,NBA,SG,6,0,15.7,1.5,3.7,.409,0.7,2.2,.308,0.8,1.5,.556,.500,0.2,0.3,.500,0.2,1.5,1.7,1.5,0.5,0.5,0.8,1.7,3.8
2012-13,31,ATL,NBA,SF,6,2,29.5,3.2,8.2,.388,2.0,5.7,.353,1.2,2.5,.467,.510,1.8,2.0,.917,0.0,3.3,3.3,0.7,0.3,0.7,1.0,2.3,10.2
2013-14,32,ATL,NBA,SG,7,7,35.7,4.3,9.4,.455,3.3,7.7,.426,1.0,1.7,.583,.629,1.6,1.7,.917,0.3,5.0,5.3,0.7,0.6,0.3,1.6,2.1,13.4
2014-15,33,ATL,NBA,SG,14,14,37.6,3.7,9.5,.391,2.8,7.9,.355,0.9,1.6,.565,.538,0.9,1.1,.813,0.1,4.9,5.0,2.4,1.4,1.1,1.5,1.9,11.1
2015-16,34,ATL,NBA,SG,10,8,31.6,3.5,7.5,.467,2.4,5.4,.444,1.1,2.1,.524,.627,0.9,0.9,1.000,0.3,4.5,4.8,1.0,0.9,0.4,0.8,2.3,10.3
