Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,20,6,12.5,1.2,3.1,.387,0.6,1.7,.333,0.7,1.5,.448,.476,1.1,1.1,.955,0.3,0.6,0.8,0.4,0.4,0.1,0.4,1.0,4.0
2 seasons,,PHI,NBA,,18,6,12.6,1.2,3.2,.386,0.6,1.7,.355,0.6,1.4,.423,.482,1.1,1.1,.950,0.2,0.6,0.8,0.4,0.3,0.1,0.3,0.9,4.1
1 season,,DET,NBA,,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1 season,,LAL,NBA,,1,0,20.0,1.0,4.0,.250,0.0,2.0,.000,1.0,2.0,.500,.250,2.0,2.0,1.000,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,4.0
