Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2009-10,22,TOT,NBA,SG,60,719,1%,63%,35%,1%,,-2.8,-1.5,13,8,4,0,,0,,90,0,2,14
2009-10,22,MIL,NBA,SG,41,486,,61%,38%,1%,,+0.1,-2.1,8,8,4,21,,0,,51,5,1,13
2009-10,22,PHI,NBA,SG,19,233,2%,68%,30%,,,-9.2,-4.7,5,0,0,13,,0,,39,6,1,1
2010-11,23,PHI,NBA,SG,74,2062,4%,92%,4%,,,+2.7,+2.1,27,22,11,45,,4,,175,53,10,32
2011-12,24,PHI,NBA,SG,66,1644,6%,89%,5%,,,+5.4,+1.2,17,4,8,25,,5,,118,35,8,25
2012-13,25,LAL,NBA,SG,78,1663,7%,84%,9%,,,+2.6,+1.6,22,19,11,51,,0,5,158,31,6,34
2013-14,26,LAL,NBA,SG,77,2556,19%,79%,2%,,,-9.0,-8.3,53,41,17,49,3,7,11,325,108,33,56
2014-15,27,DET,NBA,SG,60,1462,,100%,,,,-4.1,-4.2,24,27,6,33,3,3,1,179,68,16,20
2015-16,28,DET,NBA,SG,3,43,,100%,,,,+9.7,+9.4,0,1,0,0,0,0,0,7,2,0,2
2016-17,29,ORL,NBA,SG,24,520,,93%,7%,,,-3.7,+2.6,4,17,0,19,0,0,1,90,19,3,9
