Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,869,29049,.435,17.5,.655,.139,.062,.063,.391,.345,.462,.611,.402,.403,.429,.384,.495,.001,6,.916,.206,.405,4,0
7 seasons,,SAC,NBA,,476,16982,.439,16.5,.700,.172,.067,.064,.398,.300,.465,.614,.383,.425,.421,.377,.499,.001,6,.888,.212,.400,4,0
4 seasons,,ATL,NBA,,248,7709,.427,20.1,.522,.078,.041,.039,.364,.478,.453,.615,.476,.371,.425,.397,.483,.000,0,.954,.195,.403,0,0
1 season,,VAN,NBA,,82,3190,.454,17.0,.754,.103,.086,.119,.445,.246,.478,.580,.430,.370,.493,.379,.482,.000,0,.917,.165,.340,0,0
1 season,,NYK,NBA,,39,557,.282,22.0,.315,.032,.024,.040,.218,.685,.205,.250,.000,.000,.259,.318,.625,.000,0,.963,.235,.500,0,0
1 season,,MIA,NBA,,22,582,.437,21.9,.302,.048,.008,.032,.214,.698,.395,.667,.000,.500,.333,.455,.667,.000,0,.975,.330,.552,0,0
1 season,,WAS,NBA,,2,29,.111,21.3,.556,.000,.000,.000,.556,.444,.200,,,,.200,.000,.000,.000,0,,.250,.000,0,0
