Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
2002-03,21,CLE,NBA,PF,81,2049,17.9,.577,.002,.311,10.8,22.7,16.6,9.3,1.5,1.7,12.8,17.1,,4.2,1.8,5.9,.139,,0.3,-0.1,0.2,1.1
2003-04,22,CLE,NBA,PF,75,2592,20.8,.567,.007,.317,9.8,26.8,18.3,10.3,1.5,1.5,11.6,20.0,,6.1,3.4,9.4,.174,,1.6,0.7,2.3,2.8
2004-05,23,UTA,NBA,PF,51,1772,19.2,.560,.001,.387,9.6,22.7,16.0,15.9,1.3,1.1,14.5,24.6,,2.7,1.4,4.1,.111,,1.8,0.3,2.1,1.8
2005-06,24,UTA,NBA,PF,33,1025,21.4,.585,.000,.343,8.6,25.3,16.9,18.0,1.6,0.6,13.1,23.9,,2.2,1.3,3.5,.162,,2.2,0.4,2.6,1.2
2006-07,25,UTA,NBA,PF,74,2557,24.1,.588,.000,.322,11.2,29.9,20.6,16.6,1.4,0.7,12.8,26.5,,6.5,3.4,9.9,.185,,3.4,1.2,4.6,4.3
2007-08,26,UTA,NBA,PF,81,2827,21.9,.581,.001,.303,8.6,27.7,18.2,14.2,1.8,1.2,12.5,26.6,,5.9,4.3,10.2,.173,,1.9,1.3,3.2,3.7
2008-09,27,UTA,NBA,PF,37,1197,17.2,.523,.000,.271,11.1,27.3,19.2,11.4,1.7,0.5,12.1,24.4,,0.9,1.7,2.6,.105,,-0.7,0.6,-0.1,0.6
2009-10,28,UTA,NBA,PF,78,2673,21.3,.599,.000,.350,8.2,29.9,19.4,15.8,1.6,1.1,14.3,24.8,,5.3,4.6,9.9,.178,,1.5,2.0,3.5,3.7
2010-11,29,CHI,NBA,C,59,1882,18.8,.542,.000,.289,8.3,26.3,17.6,14.3,1.3,0.7,13.5,26.9,,1.9,3.9,5.8,.149,,-0.7,1.4,0.7,1.3
2011-12,30,CHI,NBA,PF,66,1948,19.7,.549,.001,.163,6.7,25.3,16.1,11.8,1.7,0.9,11.3,23.8,,3.3,4.3,7.6,.187,,0.3,1.7,2.0,2.0
2012-13,31,CHI,NBA,PF,79,2546,17.1,.510,.002,.232,7.8,27.2,17.4,13.4,1.4,0.8,12.3,25.8,,1.4,4.3,5.7,.108,,-1.5,0.9,-0.6,0.9
2013-14,32,CHI,NBA,PF,76,2141,14.4,.489,.002,.197,7.4,25.9,16.8,10.9,1.3,0.8,12.6,26.3,,-0.9,4.3,3.4,.076,,-4.0,0.6,-3.4,-0.7
2014-15,33,LAL,NBA,PF,71,1692,16.4,.517,.000,.202,7.0,25.2,15.7,10.3,1.2,0.6,10.2,23.7,,1.2,1.0,2.2,.062,,-1.8,-1.5,-3.3,-0.6
