2-Pt Field Goal Pct
2002-03 NBA .536 (4th)
2003-04 NBA .526 (7th)
2006-07 NBA .561 (8th)
2009-10 NBA .562 (6th)
Career NBA .522 (76th)
Career .522 (80th)
