Player,Sim,1,2,3,4,5
Chandler Parsons,,7.6,7.0,5.5,4.3,3.4
Gene Banks,95.0,7.9,6.2,5.6,4.3,3.5
P.J. Brown,93.4,7.5,7.5,5.3,4.6,4.2
Truck Robinson,93.0,7.3,6.5,5.1,4.3,2.7
Grant Long,92.7,7.7,6.5,5.0,4.6,2.7
Derrick McKey,92.1,7.4,6.4,6.3,4.1,3.9
Rudy LaRusso,90.2,8.8,6.9,5.5,5.4,3.9
Kenneth Faried,89.6,7.8,6.5,5.6,5.5,4.6
Warren Davis,89.5,8.1,5.8,5.7,3.4,3.2
Kenyon Martin,89.5,7.1,6.7,5.3,4.9,2.1
Jim Pollard,89.5,7.2,5.7,5.4,4.6,4.2
