Player,Sim,1,2,3
Shabazz Muhammad,,2.7,2.0,0.3
Darrell Griffith,96.2,2.8,2.1,0.4
Jerryd Bayless,90.9,2.7,1.6,0.3
Chris Quinn,90.2,2.6,2.1,0.6
Mo Williams,89.3,2.5,2.2,0.2
Anthony Goldwire,87.7,3.0,1.7,0.3
Fred Hoiberg,87.5,2.3,2.1,0.2
Greg Minor,86.9,3.0,2.1,0.6
Rodrigue Beaubois,86.6,2.2,2.0,0.2
Jim Cleamons,86.2,2.6,1.7,0.1
Rumeal Robinson,85.5,2.4,1.9,-0.1
