Player,Sim,1,2,3,4,5,6
Shabazz Muhammad,,2.7,2.0,0.3,,,
Tony Snell,84.1,2.4,1.6,0.4,,,
Kenny Rollins,84.0,2.6,1.5,0.1,,,
Rodrigue Beaubois,83.9,2.2,2.0,0.4,0.2,,
Chris Quinn,83.0,2.6,2.1,0.6,0.1,0.1,-0.2
Tim Hardaway,82.8,3.1,1.9,0.8,,,
Harold Miner,82.5,2.7,2.0,-0.1,-0.4,,
Hollis Thompson,82.4,2.6,2.0,1.2,,,
Maurice McHartley,82.0,2.4,1.8,0.8,,,
Alfred McGuire,80.7,3.4,1.9,0.1,,,
Ralph Johnson,80.5,2.9,1.6,0.8,0.0,,
